ID,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,PX0,PY0,PX1,PY1,PX2,PY2,PX3,PY3,PX4,PY4,PX5,PY5,PX6,PY6,PX7,PY7
110010,0,0,0,0,0.074161,0.231428,0.633072,0.651132,1,1,1,1,0.743811,0.903366,0.983596,0.66688,0.497259,0.163968,0.830012,0.888949,0.0769947,0.649707,0.248044,0.62948,0.229137,0.70062,0.316867,0.328777
110011,0,0,0,0,0.233892,0.48295,0.675476,0.833243,1,1,1,1,0.510686,0.971466,0.280042,0.546107,0.719269,0.113281,0.471483,0.59254,0.944318,0.450918,0.336351,0.847684,0.434513,0.00323146,0.344943,0.598481
110012,0,0,0,0,0.202213,0.684757,0.740438,0.920914,1,1,1,1,0.481936,0.304956,0.712087,0.182556,0.621823,0.0408643,0.413984,0.695984,0.673936,0.63764,0.347116,0.184622,0.609106,0.627158,0.730729,0.328374
110013,0,0,0,0,0.189751,0.329642,0.827391,0.984363,1,1,1,1,0.65313,0.257265,0.532441,0.0876436,0.260497,0.877384,0.686125,0.0937402,0.111276,0.361601,0.576691,0.593211,0.666557,0.288778,0.775767,0.288379
110014,0,0,0,0,0.297288,0.548042,0.873979,0.909643,1,1,1,1,0.331479,0.188201,0.436497,0.958637,0.91893,0.764871,0.699075,0.121143,0.685786,0.383832,0.774273,0.943051,0.916273,0.861917,0.203548,0.793657
110015,0,0,0,0,0.178208,0.221966,0.724252,0.838134,1,1,1,1,0.498144,0.5762,0.162757,0.273911,0.864579,0.492399,0.463662,0.848942,0.495977,0.291053,0.180421,0.684178,0.72755,0.139058,0.603109,0.492422
110016,0,0,0,0,0.072545,0.107848,0.15123,0.647207,1,1,1,1,0.498525,0.121259,0.138238,0.360443,0.324807,0.931895,0.908485,0.622095,0.836828,0.818128,0.496074,0.334972,0.394327,0.658831,0.608883,0.258906
110017,0,0,0,0,0.394388,0.426199,0.557561,0.829939,1,1,1,1,0.363598,0.28827,0.331386,0.0911486,0.427328,0.934495,0.58357,0.265461,0.658747,0.761778,0.487427,0.157272,0.883037,0.625665,0.517715,0.207844
110018,0,0,0,0,0.0491625,0.449105,0.707909,0.986467,1,1,1,1,0.244327,0.326013,0.72936,0.638654,0.984845,0.338243,0.89756,0.136075,0.410788,0.00540855,0.783282,0.774386,0.293678,0.114668,0.865535,0.721006
110019,0,0,0,0,0.119111,0.529899,0.578635,0.589637,1,1,1,1,0.210883,0.473894,0.865181,0.0939195,0.0995593,0.382896,0.301763,0.65712,0.809095,0.131702,0.0515083,0.0534223,0.457716,0.780868,0.692076,0.44256
110020,0,0,0,0,0.225491,0.290829,0.481733,0.826769,1,1,1,1,0.595045,0.361917,0.304285,0.888723,0.476585,0.16982,0.609729,0.525747,0.618925,0.596196,0.233656,0.829808,0.0700902,0.0988374,0.923728,0.16965
110021,0,0,0,0,0.200352,0.401188,0.719462,0.782262,1,1,1,1,0.357193,0.878278,0.344251,0.814909,0.659146,0.0363274,0.257469,0.778257,0.625964,0.836104,0.308157,0.221009,0.198021,0.612442,0.109733,0.674605
110022,0,0,0,0,0.31195,0.685986,0.697848,0.809785,1,1,1,1,0.315658,0.434009,0.230996,0.385748,0.532846,0.154724,0.555398,0.0145793,0.380215,0.382167,0.305408,0.737408,0.260445,0.649659,0.552316,0.919591
110023,0,0,0,0,0.187616,0.567831,0.618958,0.700301,1,1,1,1,0.645889,0.00600477,0.53296,0.84391,0.618447,0.642693,0.518515,0.400709,0.362154,0.718867,0.801897,0.677812,0.152876,0.0328927,0.0635606,0.685722
110024,0,0,0,0,0.191112,0.675654,0.828957,0.90417,1,1,1,1,0.00112548,0.00570914,0.305239,0.26157,0.655368,0.857555,0.181161,0.341354,0.667341,0.879009,0.653305,0.31323,0.885014,0.186265,0.157139,0.503461
110025,0,0,0,0,0.324541,0.657201,0.874309,0.935852,1,1,1,1,0.394521,0.706067,0.868924,0.547397,0.738959,0.932485,0.233119,0.926576,0.551443,0.93342,0.494407,0.552568,0.939129,0.799646,0.814139,0.594497
110026,0,0,0,0,0.148342,0.538557,0.579022,0.645601,1,1,1,1,0.589157,0.637771,0.759324,0.775421,0.79491,0.262785,0.604379,0.470564,0.166955,0.79549,0.865086,0.873021,0.664414,0.412483,0.611981,0.596899
110027,0,0,0,0,0.0174566,0.406767,0.573721,0.717597,1,1,1,1,0.0329634,0.70091,0.518151,0.832609,0.515049,0.112648,0.48981,0.510349,0.0484997,0.814351,0.384658,0.637656,0.452122,0.143982,0.413078,0.247033
110028,0,0,0,0,0.767014,0.850586,0.899086,0.952662,1,1,1,1,0.812947,0.582682,0.446743,0.477361,0.995165,0.0587232,0.0742604,0.640766,0.59728,0.222602,0.219788,0.630243,0.923513,0.737939,0.462852,0.438562
110029,0,0,0,0,0.331846,0.402379,0.560785,0.622167,1,1,1,1,0.333569,0.536742,0.219136,0.477551,0.94982,0.466169,0.884318,0.967277,0.183765,0.458039,0.780224,0.766448,0.904782,0.257585,0.761612,0.963505
110030,0,0,0,0,0.0189108,0.242626,0.343841,0.563617,1,1,1,1,0.191028,0.477961,0.360105,0.65388,0.916523,0.210692,0.606542,0.865434,0.109778,0.373556,0.199003,0.64652,0.592692,0.676554,0.596341,0.0588605
110031,0,0,0,0,0.272987,0.475806,0.747638,0.899431,1,1,1,1,0.00907344,0.923692,0.601427,0.770686,0.887197,0.933273,0.173065,0.447982,0.487721,0.795231,0.639009,0.965682,0.155336,0.292889,0.882204,0.366028
110032,0,0,0,0,0.119989,0.160824,0.461848,0.648545,1,1,1,1,0.94664,0.122326,0.865679,0.623194,0.718666,0.92454,0.184066,0.282284,0.167165,0.202977,0.626125,0.176239,0.126669,0.227552,0.946925,0.0138663
110033,0,0,0,0,0.0356664,0.200947,0.356383,0.523548,1,1,1,1,0.915221,0.100857,0.614227,0.070557,0.393746,0.496431,0.436585,0.293177,0.244069,0.912391,0.566164,0.190709,0.0347164,0.431844,0.813904,0.753383
110034,0,0,0,0,0.0534394,0.101454,0.189064,0.591111,1,1,1,1,0.661792,0.699787,0.327616,0.889343,0.646712,0.341482,0.0501679,0.766701,0.80333,0.698713,0.681922,0.904187,0.31294,0.752479,0.297933,0.809371
110035,0,0,0,0,0.526523,0.58225,0.729398,0.926068,1,1,1,1,0.157275,0.244149,0.136171,0.589119,0.0580523,0.889553,0.945502,0.0560222,0.92522,0.46905,0.256969,0.587011,0.168837,0.584585,0.476355,0.815549
110036,0,0,0,0,0.214524,0.258112,0.332892,0.759208,1,1,1,1,0.225236,0.264172,0.633585,0.538175,0.0166506,0.931518,0.347546,0.205714,0.522629,0.400985,0.307168,0.679904,0.645134,0.443339,0.269022,0.703186
110037,0,0,0,0,0.343959,0.736747,0.821331,0.958957,1,1,1,1,0.683574,0.0161775,0.845123,0.852411,0.600763,0.321478,0.66796,0.52683,0.848,0.25021,0.256228,0.0732357,0.514382,0.889813,0.611411,0.531033
110038,0,0,0,0,0.0928584,0.244858,0.611241,0.711355,1,1,1,1,0.359942,0.0439153,0.0238632,0.0050762,0.487254,0.292886,0.708262,0.820146,0.50741,0.467471,0.0782579,0.190984,0.483648,0.923381,0.0433947,0.084411
110039,0,0,0,0,0.0950427,0.239321,0.74673,0.809743,1,1,1,1,0.961565,0.867469,0.166094,0.475947,0.757282,0.777505,0.00698012,0.578613,0.736462,0.743727,0.922572,0.0964041,0.787642,0.946435,0.10148,0.274897
110040,0,0,0,0,0.114459,0.136956,0.377997,0.659878,1,1,1,1,0.277214,0.173301,0.937714,0.760862,0.0966814,0.981109,0.845273,0.34154,0.692463,0.456514,0.434398,0.654029,0.323983,0.600492,0.129976,0.081265
110041,0,0,0,0,0.126222,0.433758,0.461949,0.649787,1,1,1,1,0.880683,0.58245,0.210863,0.668326,0.528885,0.312343,0.943222,0.768206,0.122086,0.0382648,0.514936,0.3993,0.211565,0.45265,0.160162,0.308247
110042,0,0,0,0,0.406615,0.539413,0.577678,0.822426,1,1,1,1,0.0841846,0.780251,0.785932,0.684677,0.910227,0.867197,0.0626739,0.0471826,0.527075,0.177133,0.927866,0.109525,0.387996,0.596191,0.638409,0.70034
110043,0,0,0,0,0.0294762,0.502401,0.578813,0.671841,1,1,1,1,0.921551,0.221726,0.789244,0.374201,0.381888,0.0974906,0.807959,0.387323,0.747277,0.934181,0.849272,0.831462,0.714432,0.635204,0.516139,0.624658
110044,0,0,0,0,0.199724,0.287736,0.657643,0.947001,1,1,1,1,0.755945,0.599707,0.139001,0.143942,0.195898,0.77741,0.844281,0.735311,0.184025,0.666707,0.31299,0.105576,0.888433,0.102233,0.479777,0.270321
110045,0,0,0,0,0.590407,0.617582,0.763764,0.774432,1,1,1,1,0.221918,0.506915,0.778463,0.936349,0.142119,0.294601,0.561007,0.64452,0.873414,0.232848,0.673996,0.629359,0.832555,0.812997,0.773301,0.0284525
110046,0,0,0,0,0.272189,0.366796,0.398775,0.599644,1,1,1,1,0.284289,0.0767534,0.880009,0.172722,0.178987,0.359786,0.443043,0.37871,0.647522,0.100686,0.325711,0.86944,0.6076,0.104174,0.805789,0.749719
110047,0,0,0,0,0.133388,0.192486,0.293171,0.858866,1,1,1,1,0.0682348,0.901549,0.432199,0.881232,0.67485,0.460652,0.471639,0.292432,0.224415,0.246071,0.576721,0.301169,0.12608,0.749443,0.480156,0.485866
110048,0,0,0,0,0.465835,0.667908,0.828546,0.892324,1,1,1,1,0.184577,0.00282779,0.900772,0.288752,0.808617,0.650491,0.687527,0.175413,0.0447295,0.959716,0.775058,0.112964,0.861265,0.207257,0.994196,0.536115
110049,0,0,0,0,0.19163,0.23636,0.444097,0.69337,1,1,1,1,0.711906,0.405267,0.193493,0.837986,0.154711,0.673648,0.323852,0.347196,0.532514,0.45724,0.640368,0.717092,0.460067,0.54114,0.00584319,0.268684
110050,0,0,0,0,0.386299,0.683098,0.786187,0.853785,1,1,1,1,0.653087,0.219155,0.349324,0.514352,0.426412,0.34352,0.0504663,0.0943199,0.809355,0.879013,0.986644,0.521261,0.28428,0.180136,0.359247,0.43899
110051,0,0,0,0,0.0205084,0.0530733,0.0885283,0.897883,1,1,1,1,0.140338,0.426555,0.10339,0.600405,0.967694,0.109233,0.86909,0.159324,0.802604,0.313187,0.395684,0.45569,0.532342,0.745008,0.970042,0.958753
110052,0,0,0,0,0.071322,0.475164,0.67256,0.962551,1,1,1,1,0.899521,0.039717,0.419144,0.183801,0.219853,0.778391,0.622791,0.0736379,0.461489,0.408978,0.459937,0.601827,0.835533,0.563327,0.202232,0.803227
110053,0,0,0,0,0.261886,0.287189,0.627518,0.748678,1,1,1,1,0.384509,0.358235,0.930854,0.916851,0.103244,0.900896,0.875604,0.191772,0.921405,0.928678,0.089655,0.820926,0.968395,0.508799,0.00472651,0.188248
110054,0,0,0,0,0.186029,0.264624,0.291057,0.801024,1,1,1,1,0.0364959,0.721822,0.350505,0.872028,0.285149,0.552738,0.675255,0.957709,0.62406,0.637806,0.432873,0.00856861,0.996042,0.363727,0.92542,0.0992851
110055,0,0,0,0,0.112911,0.222978,0.452681,0.828622,1,1,1,1,0.729702,0.380712,0.00695418,0.698096,0.889511,0.0116807,0.886344,0.1767,0.639199,0.14823,0.925379,0.675694,0.870053,0.275884,0.547723,0.155202
110056,0,0,0,0,0.0179977,0.378799,0.501835,0.694091,1,1,1,1,0.860784,0.545784,0.46125,0.856826,0.909512,0.386669,0.956111,0.174136,0.187693,0.247168,0.360164,0.917395,0.62788,0.367118,0.615491,0.517391
110057,0,0,0,0,0.0245755,0.138114,0.212269,0.417663,1,1,1,1,0.650066,0.61947,0.693692,0.520118,0.895354,0.241415,0.67532,0.723975,0.464393,0.788231,0.176656,0.325177,0.334016,0.637906,0.182003,0.243528
110058,0,0,0,0,0.0924937,0.463442,0.47685,0.941243,1,1,1,1,0.385282,0.777828,0.129663,0.0131615,0.144946,0.745154,0.530552,0.523745,0.24699,0.224643,0.541743,0.897055,0.844113,0.235435,0.417174,0.739467
110059,0,0,0,0,0.322451,0.389667,0.515532,0.636656,1,1,1,1,0.880725,0.640098,0.26642,0.214741,0.278005,0.448423,0.458269,0.30258,0.586537,0.875932,0.514849,0.971818,0.65376,0.644512,0.98498,0.798706
110060,0,0,0,0,0.00788008,0.232565,0.597114,0.819102,1,1,1,1,0.740175,0.864194,0.533712,0.584288,0.0996293,0.950885,0.323755,0.576479,0.043379,0.787197,0.517722,0.924104,0.427295,0.784142,0.138845,0.7053
110061,0,0,0,0,0.678161,0.72154,0.788265,0.939649,1,1,1,1,0.473045,0.522729,0.79092,0.126805,0.167241,0.775899,0.925511,0.556908,0.291431,0.247962,0.193564,0.0316064,0.112157,0.727276,0.615894,0.211786
110062,0,0,0,0,0.114199,0.154927,0.708616,0.906964,1,1,1,1,0.726846,0.305987,0.645644,0.154141,0.0901297,0.784489,0.859441,0.322695,0.381603,0.867321,0.141796,0.854648,0.39005,0.932716,0.981453,0.557291
110063,0,0,0,0,0.194948,0.246476,0.327626,0.985946,1,1,1,1,0.307763,0.0316532,0.267083,0.0350389,0.647548,0.478869,0.7132,0.587197,0.267134,0.43474,0.314043,0.573122,0.080384,0.468185,0.663252,0.864873
110064,0,0,0,0,0.0355193,0.157555,0.312491,0.89042,1,1,1,1,0.127743,0.101124,0.584998,0.0604589,0.082577,0.142289,0.769074,0.989541,0.256489,0.769121,0.144468,0.564252,0.800775,0.411551,0.599291,0.448322
110065,0,0,0,0,0.0676078,0.112205,0.324096,0.33715,1,1,1,1,0.747231,0.349562,0.730677,0.827615,0.817747,0.393928,0.692488,0.145373,0.379874,0.938963,0.340321,0.507617,0.0400871,0.925318,0.568076,0.122664
110066,0,0,0,0,0.0674623,0.220679,0.703571,0.840804,1,1,1,1,0.106272,0.256673,0.888348,0.907046,0.668224,0.487639,0.355369,0.558645,0.800129,0.390888,0.716199,0.54736,0.74045,0.446876,0.374975,0.558198
110067,0,0,0,0,0.393097,0.53703,0.736901,0.764925,1,1,1,1,0.0064256,0.0438913,0.728296,0.0465127,0.96921,0.296372,0.169177,0.0368176,0.633522,0.281382,0.360914,0.739794,0.538055,0.249262,0.64684,0.20628
110068,0,0,0,0,0.030324,0.445235,0.647672,0.748942,1,1,1,1,0.481124,0.0843902,0.133548,0.928,0.459365,0.691745,0.768804,0.526827,0.395316,0.989483,0.533253,0.439207,0.717778,0.579765,0.408417,0.0141502
110069,0,0,0,0,0.254906,0.399924,0.650222,0.717512,1,1,1,1,0.806149,0.387466,0.568379,0.0554106,0.0343068,0.774659,0.792311,0.036516,0.539584,0.329342,0.429613,0.0207081,0.413732,0.563161,0.948708,0.873097
110070,0,0,0,0,0.17483,0.544885,0.596952,0.635246,1,1,1,1,0.706995,0.933176,0.0894297,0.424774,0.512941,0.497847,0.438924,0.261883,0.943081,0.0865962,0.292207,0.74923,0.474063,0.860587,0.804641,0.508369
110071,0,0,0,0,0.0300651,0.321047,0.432452,0.973147,1,1,1,1,0.926294,0.974499,0.195538,0.340026,0.53766,0.144246,0.213122,0.792566,0.861759,0.613046,0.442789,0.568754,0.546222,0.532218,0.993528,0.0591633
110072,0,0,0,0,0.35109,0.48546,0.603411,0.623701,1,1,1,1,0.519048,0.613254,0.722377,0.99311,0.473841,0.527017,0.50148,0.109087,0.123969,0.0463652,0.283917,0.0502633,0.0208639,0.479455,0.390289,0.558524
110073,0,0,0,0,0.339071,0.493831,0.578702,0.702672,1,1,1,1,0.216457,0.793879,0.054214,0.762679,0.326097,0.0477418,0.821842,0.356162,0.480193,0.142889,0.329309,0.999241,0.756143,0.0516852,0.992352,0.229984
110074,0,0,0,0,0.31356,0.547613,0.793753,0.946811,1,1,1,1,0.540197,0.622988,0.752935,0.56106,0.102443,0.143224,0.119584,0.726144,0.746635,0.470674,0.211604,0.963092,0.264553,0.265818,0.725771,0.590649
110075,0,0,0,0,0.251974,0.467274,0.505339,0.970693,1,1,1,1,0.690502,0.27612,0.792995,0.446645,0.327805,0.785346,0.676628,0.906508,0.279178,0.0156992,0.609179,0.819374,0.638687,0.362115,0.380434,0.74113
110076,0,0,0,0,0.283138,0.302225,0.317924,0.909529,1,1,1,1,0.678878,0.215066,0.235245,0.944697,0.940837,0.825895,0.258257,0.48845,0.772706,0.0520103,0.178952,0.0488258,0.845005,0.625596,0.376631,0.630351
110077,0,0,0,0,0.0468473,0.413894,0.641188,0.656098,1,1,1,1,0.892318,0.728903,0.956611,0.254432,0.109337,0.697741,0.759771,0.609356,0.165015,0.0117453,0.580048,0.843894,0.226811,0.815294,0.78859,0.167648
110078,0,0,0,0,0.0290106,0.735147,0.900163,0.931338,1,1,1,1,0.0988576,0.83505,0.46272,0.943863,0.460646,0.839351,0.574214,0.762871,0.122489,0.483742,0.0807953,0.0148069,0.212645,0.0374063,0.269239,0.321982
110079,0,0,0,0,0.149882,0.196428,0.683833,0.806322,1,1,1,1,0.0407559,0.511386,0.744056,0.267567,0.32668,0.532647,0.435216,0.967868,0.579494,0.0913142,0.381762,0.678351,0.926364,0.844482,0.622214,0.387011
110080,0,0,0,0,0.180096,0.75959,0.862918,0.95207,1,1,1,1,0.68017,0.230677,0.821129,0.892815,0.268084,0.0903681,0.214797,0.00323105,0.119379,0.146135,0.903394,0.160135,0.657522,0.64745,0.427702,0.984202
110081,0,0,0,0,0.0443661,0.579965,0.699344,0.919481,1,1,1,1,0.954232,0.333832,0.437942,0.880596,0.178314,0.0601557,0.267607,0.862147,0.256583,0.417489,0.668469,0.936754,0.648167,0.489597,0.829569,0.91625
110082,0,0,0,0,0.164692,0.252535,0.670024,0.908109,1,1,1,1,0.190501,0.822875,0.859479,0.848023,0.470325,0.287181,0.832225,0.650421,0.150099,0.784295,0.410011,0.104331,0.118126,0.847953,0.984927,0.29644
110083,0,0,0,0,0.0975437,0.630424,0.84613,0.892721,1,1,1,1,0.827056,0.101446,0.318191,0.316653,0.931014,0.234441,0.896618,0.97538,0.153923,0.595963,0.165882,0.976798,0.455442,0.0139049,0.447123,0.742623
110084,0,0,0,0,0.243905,0.436149,0.457171,0.611093,1,1,1,1,0.507555,0.997052,0.748551,0.355508,0.98198,0.044991,0.263617,0.234514,0.203578,0.428309,0.904539,0.0306337,0.529754,0.222729,0.347287,0.460768
110085,0,0,0,0,0.089609,0.1442,0.259237,0.886031,1,1,1,1,0.839868,0.60203,0.587891,0.295309,0.615935,0.0350138,0.037932,0.462065,0.132558,0.930653,0.0924893,0.640113,0.927706,0.84104,0.99562,0.909686
110086,0,0,0,0,0.0951945,0.794247,0.884543,0.962637,1,1,1,1,0.687546,0.0487385,0.120243,0.2173,0.271468,0.467529,0.678068,0.728638,0.711434,0.114216,0.339732,0.551302,0.716247,0.927623,0.846611,0.332182
110087,0,0,0,0,0.291188,0.573077,0.687294,0.845633,1,1,1,1,0.815197,0.886736,0.735307,0.742903,0.727776,0.730928,0.652588,0.613807,0.990165,0.796788,0.703416,0.67771,0.845527,0.823659,0.89501,0.116995
110088,0,0,0,0,0.292555,0.495767,0.627219,0.75829,1,1,1,1,0.185365,0.553925,0.403541,0.112988,0.400536,0.735723,0.0756249,0.28508,0.52997,0.170819,0.100276,0.416706,0.906126,0.843179,0.144482,0.637054
110089,0,0,0,0,0.129542,0.474687,0.599573,0.818716,1,1,1,1,0.461706,0.304929,0.138082,0.285365,0.199938,0.255076,0.576553,0.773016,0.100709,0.579176,0.460309,0.286074,0.1331,0.86385,0.399062,0.533636
110090,0,0,0,0,0.0443619,0.0937877,0.772644,0.943652,1,1,1,1,0.645506,0.918992,0.546248,0.551633,0.762171,0.690731,0.188687,0.257939,0.44902,0.815905,0.550494,0.910726,0.120834,0.688576,0.196091,0.320772
110091,0,0,0,0,0.384041,0.590012,0.776374,0.833062,1,1,1,1,0.351819,0.554097,0.330436,0.484919,0.417947,0.729499,0.0185558,0.0175198,0.204186,0.837272,0.147062,0.849692,0.756264,0.693311,0.401325,0.518436
110092,0,0,0,0,0.0633928,0.267578,0.567817,0.930875,1,1,1,1,0.405917,0.326868,0.743788,0.526751,0.0154439,0.939879,0.847523,0.959096,0.712522,0.941311,0.00345808,0.0643416,0.495408,0.333894,0.549261,0.913355
110093,0,0,0,0,0.384539,0.672017,0.757571,0.888799,1,1,1,1,0.405089,0.0779371,0.117271,0.161353,0.771248,0.518596,0.679788,0.155289,0.108608,0.456162,0.988351,0.514525,0.78303,0.732138,0.041276,0.798474
110094,0,0,0,0,0.0617606,0.174222,0.268351,0.812189,1,1,1,1,0.83011,0.761029,0.448881,0.325518,0.094923,0.998142,0.238873,0.158316,0.565959,0.169748,0.425894,0.971047,0.247685,0.543165,0.1324,0.0189329
110095,0,0,0,0,0.00947013,0.179218,0.621694,0.964248,1,1,1,1,0.162572,0.684893,0.0513816,0.894711,0.726169,0.849856,0.566728,0.614968,0.607427,0.951267,0.445079,0.368455,0.400148,0.770597,0.463378,0.39829
110096,0,0,0,0,0.0494732,0.244069,0.6569,0.848912,1,1,1,1,0.0475882,0.935296,0.426904,0.590753,0.067696,0.445836,0.652514,0.879885,0.620058,0.822882,0.148236,0.782631,0.507775,0.199617,0.677342,0.233944
110097,0,0,0,0,0.126016,0.401282,0.746075,0.840899,1,1,1,1,0.195336,0.293991,0.0253549,0.595484,0.0645876,0.488733,0.993774,0.0740577,0.110427,0.958022,0.253276,0.158015,0.893318,0.68018,0.748768,0.961014
110098,0,0,0,0,0.234711,0.247431,0.409213,0.51964,1,1,1,1,0.224164,0.989134,0.528705,0.731938,0.188752,0.206047,0.965882,0.238225,0.450117,0.814794,0.895125,0.645453,0.108785,0.920479,0.240937,0.173373
110099,0,0,0,0,0.237846,0.304075,0.74969,0.787729,1,1,1,1,0.192734,0.500707,0.677655,0.0860517,0.180886,0.426423,0.0470658,0.306902,0.827705,0.887965,0.0529768,0.0518689,0.877099,0.581682,0.783807,0.0658506
110100,0,0,0,0,0.0825677,0.15261,0.684799,0.980315,1,1,1,1,0.564484,0.1992,0.883299,0.673269,0.119679,0.124236,0.846642,0.528892,0.358948,0.0940727,0.0485317,0.551681,0.594779,0.726187,0.637733,0.775665
110101,0,0,0,0,0.109285,0.650077,0.667559,0.750337,1,1,1,1,0.572763,0.135545,0.0321839,0.449862,0.717227,0.815991,0.515713,0.504956,0.565681,0.819788,0.742802,0.130165,0.0189879,0.626101,0.803434,0.138667
110102,0,0,0,0,0.423378,0.521834,0.554889,0.989059,1,1,1,1,0.744149,0.716091,0.660966,0.338929,0.442278,0.298698,0.114594,0.594888,0.983497,0.197162,0.575203,0.55626,0.332706,0.607387,0.00612195,0.0499329
110103,0,0,0,0,0.726575,0.743078,0.770407,0.920094,1,1,1,1,0.341622,0.297691,0.119224,0.36061,0.923792,0.922658,0.499278,0.674129,0.572735,0.166837,0.783413,0.316884,0.882928,0.444379,0.655813,0.325206
110104,0,0,0,0,0.0123013,0.129737,0.557002,0.800708,1,1,1,1,0.967568,0.495297,0.282835,0.300275,0.102683,0.288957,0.350207,0.526061,0.810791,0.905096,0.51512,0.152413,0.202787,0.634344,0.513024,0.126579
110105,0,0,0,0,0.0699438,0.431407,0.490891,0.880735,1,1,1,1,0.179138,0.584121,0.446622,0.0620666,0.0285004,0.102434,0.387273,0.771578,0.872841,0.307366,0.498153,0.840409,0.802663,0.780987,0.140684,0.905346
110106,0,0,0,0,0.186951,0.689509,0.816667,0.910262,1,1,1,1,0.395988,0.946527,0.0331482,0.598775,0.580872,0.546172,0.725354,0.137874,0.558473,0.526062,0.267611,0.737611,0.110183,0.714233,0.799678,0.138684
110107,0,0,0,0,0.277873,0.299007,0.7194,0.881611,1,1,1,1,0.494317,0.408414,0.529918,0.29698,0.189401,0.670602,0.202326,0.259345,0.161494,0.633734,0.14008,0.557481,0.580261,0.173228,0.156257,0.161133
110108,0,0,0,0,0.149041,0.423962,0.629471,0.987547,1,1,1,1,0.407673,0.566618,0.0154844,0.517856,0.280851,0.815162,0.65654,0.0975185,0.00211305,0.566801,0.787027,0.49643,0.975215,0.316945,0.79341,0.164617
110109,0,0,0,0,0.326458,0.567302,0.614859,0.893259,1,1,1,1,0.564042,0.706522,0.209732,0.73727,0.862779,0.370865,0.45667,0.74439,0.669871,0.734543,0.152062,0.23649,0.750027,0.669918,0.517341,0.565189
110110,0,0,0,0,0.0629468,0.169109,0.215033,0.732818,1,1,1,1,0.401886,0.0637327,0.868474,0.718831,0.857143,0.0330907,0.706378,0.85288,0.457052,0.855419,0.48235,0.021094,0.561941,0.692082,0.758364,0.42472
110111,0,0,0,0,0.112371,0.569424,0.60585,0.928603,1,1,1,1,0.949576,0.321172,0.969308,0.699603,0.99109,0.486648,0.264793,0.317548,0.101507,0.832095,0.210806,0.503394,0.895828,0.0792805,0.222225,0.752971
110112,0,0,0,0,0.0320041,0.133512,0.477887,0.5696,1,1,1,1,0.784022,0.0882007,0.590518,0.345963,0.780283,0.348881,0.770682,0.84323,0.563915,0.939791,0.576048,0.513491,0.260963,0.545356,0.213094,0.252053
110113,0,0,0,0,0.0447959,0.276344,0.480881,0.688399,1,1,1,1,0.309982,0.780407,0.636905,0.205809,0.859687,0.85913,0.95878,0.972059,0.787733,0.56463,0.541482,0.571755,0.652831,0.132,0.917717,0.433114
