ID,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,PX0,PY0,PX1,PY1,PX2,PY2,PX3,PY3,PX4,PY4,PX5,PY5,PX6,PY6,PX7,PY7
30027,0,0,0,0,0.298772,0.579747,0.591405,0.939368,1,1,1,1,0.244849,0.504622,0.196441,0.90218,0.361263,0.801299,0.538304,0.0297876,0.74535,0.573694,0.273739,0.815648,0.442273,0.518454,0.440373,0.471461
30028,0,0,0,0,0.0938449,0.348495,0.631171,0.876426,1,1,1,1,0.232333,0.0282304,0.983504,0.185585,0.0312068,0.601442,0.171541,0.71857,0.945839,0.980753,0.350756,0.190688,0.485376,0.547197,0.0928673,0.846638
30029,0,0,0,0,0.238097,0.476353,0.730175,0.784337,1,1,1,1,0.204865,0.150164,0.909493,0.647138,0.668618,0.349866,0.118599,0.260023,0.648638,0.698346,0.199391,0.880971,0.726577,0.182895,0.0665557,0.757784
30030,0,0,0,0,0.0760044,0.506096,0.615503,0.724642,1,1,1,1,0.21885,0.827109,0.920863,0.704226,0.374306,0.0137303,0.550864,0.722801,0.644901,0.42729,0.816646,0.849766,0.577454,0.726139,0.496904,0.246072
30031,0,0,0,0,0.19878,0.337488,0.384206,0.982389,1,1,1,1,0.31385,0.705487,0.605613,0.0404263,0.888382,0.672168,0.79821,0.672719,0.910265,0.274563,0.402895,0.129116,0.101673,0.323758,0.833341,0.475979
30032,0,0,0,0,0.0970481,0.407706,0.730258,0.819992,1,1,1,1,0.811495,0.0154262,0.832155,0.38895,0.741565,0.329059,0.635022,0.817569,0.944562,0.141117,0.542211,0.258412,0.846604,0.147824,0.298838,0.734987
30033,0,0,0,0,0.560012,0.61545,0.722604,0.912387,1,1,1,1,0.371611,0.810601,0.859373,0.473284,0.134358,0.692715,0.949263,0.471846,0.0769204,0.148043,0.454236,0.888416,0.163469,0.286391,0.277365,0.905034
30034,0,0,0,0,0.00846876,0.459607,0.514978,0.591898,1,1,1,1,0.0535045,0.264815,0.818424,0.900109,0.412639,0.117262,0.635096,0.232632,0.21431,0.0428017,0.962889,0.585922,0.853402,0.822263,0.0592059,0.987761
30035,0,0,0,0,0.258775,0.311382,0.525693,0.857704,1,1,1,1,0.156512,0.913842,0.480314,0.319981,0.200233,0.757679,0.225015,0.815684,0.670066,0.947618,0.375696,0.723571,0.212433,0.19412,0.62368,0.625073
30036,0,0,0,0,0.532106,0.657791,0.880796,0.987725,1,1,1,1,0.301577,0.820594,0.111614,0.154979,0.642856,0.17082,0.14274,0.157834,0.179289,0.602347,0.749732,0.335801,0.516189,0.230046,0.655781,0.716423
30037,0,0,0,0,0.144908,0.221431,0.40072,0.863113,1,1,1,1,0.828415,0.907802,0.381362,0.0408481,0.101922,0.00504116,0.665921,0.413304,0.263817,0.523625,0.938997,0.565394,0.344218,0.0506111,0.720373,0.987075
30038,0,0,0,0,0.156604,0.420421,0.653206,0.808281,1,1,1,1,0.46546,0.89464,0.736521,0.981649,0.124686,0.392302,0.698072,0.112411,0.273098,0.230178,0.770202,0.101513,0.13798,0.151563,0.142361,0.239902
30039,0,0,0,0,0.393788,0.666886,0.714481,0.939845,1,1,1,1,0.331906,0.592203,0.985815,0.676124,0.642814,0.706188,0.663199,0.864246,0.569301,0.808107,0.264966,0.0347604,0.702748,0.00148635,0.0164093,0.827434
30040,0,0,0,0,0.0750106,0.130638,0.39027,0.699939,1,1,1,1,0.944659,0.710047,0.768399,0.0826386,0.86161,0.910759,0.322541,0.0182146,0.719041,0.975747,0.438636,0.0509469,0.56795,0.42445,0.727071,0.210765
30041,0,0,0,0,0.0812953,0.258276,0.800336,0.815427,1,1,1,1,0.198378,0.339976,0.734699,0.901126,0.341463,0.751109,0.72856,0.735251,0.465589,0.668405,0.402137,0.410248,0.378451,0.170536,0.492887,0.240061
30042,0,0,0,0,0.0615902,0.437747,0.796687,0.903336,1,1,1,1,0.791174,0.696912,0.851283,0.359125,0.121362,0.578354,0.56989,0.252,0.968625,0.6449,0.951939,0.167002,0.984877,0.686638,0.0681279,0.326339
30043,0,0,0,0,0.342087,0.412155,0.914157,0.945532,1,1,1,1,0.465092,0.463727,0.313584,0.843543,0.634263,0.806471,0.0836049,0.715558,0.621898,0.341881,0.515894,0.413073,0.0387928,0.367178,0.772198,0.160155
30044,0,0,0,0,0.133769,0.173342,0.338215,0.511871,1,1,1,1,0.986988,0.364094,0.0811588,0.971864,0.0507322,0.149287,0.298204,0.488479,0.945974,0.359794,0.391815,0.411066,0.823521,0.7054,0.25461,0.457784
30045,0,0,0,0,0.0925225,0.146548,0.194503,0.918182,1,1,1,1,0.680096,0.689237,0.546842,0.718888,0.0564144,0.31904,0.879043,0.00194627,0.661127,0.291198,0.916103,0.648115,0.655292,0.997262,0.619979,0.706024
30046,0,0,0,0,0.37444,0.464366,0.480221,0.803239,1,1,1,1,0.277976,0.586318,0.503589,0.101497,0.291718,0.758198,0.559281,0.803589,0.0964131,0.732623,0.937358,0.776509,0.42186,0.4842,0.495397,0.478274
30047,0,0,0,0,0.589396,0.894443,0.903084,0.990856,1,1,1,1,0.665639,0.396323,0.112481,0.320931,0.393585,0.73246,0.0269552,0.540133,0.650642,0.221459,0.632656,0.928618,0.807777,0.136245,0.030115,0.0994951
30048,0,0,0,0,0.0324163,0.0878298,0.437188,0.650727,1,1,1,1,0.322019,0.840442,0.767365,0.743879,0.324641,0.262762,0.222154,0.127881,0.637203,0.702374,0.592247,0.302841,0.0986978,0.704728,0.623772,0.492283
30049,0,0,0,0,0.353946,0.716743,0.924011,0.975505,1,1,1,1,0.872186,0.665072,0.0164479,0.679963,0.801317,0.046563,0.779458,0.69576,0.635959,0.682542,0.686616,0.957978,0.522983,0.453981,0.701857,0.847625
30050,0,0,0,0,0.262893,0.411931,0.496467,0.860509,1,1,1,1,0.626385,0.567752,0.656787,0.725083,0.27248,0.280559,0.217366,0.709668,0.931286,0.249782,0.797498,0.803472,0.914854,0.813946,0.483435,0.716171
30051,0,0,0,0,0.491849,0.560563,0.649148,0.841448,1,1,1,1,0.945434,0.0985472,0.454445,0.468418,0.552528,0.156303,0.316042,0.269271,0.0803136,0.291548,0.623217,0.706699,0.8593,0.280004,0.431782,0.13178
30052,0,0,0,0,0.420616,0.500929,0.771542,0.862233,1,1,1,1,0.89893,0.638946,0.295321,0.813784,0.452891,0.778755,0.529955,0.3134,0.041648,0.941887,0.809867,0.987082,0.0404338,0.264313,0.4555,0.592962
30053,0,0,0,0,0.300855,0.531227,0.891942,0.93359,1,1,1,1,0.0630895,0.48545,0.207628,0.922389,0.765454,0.63941,0.0541695,0.326017,0.288557,0.895618,0.817866,0.187487,0.534563,0.113186,0.00127149,0.987455
30054,0,0,0,0,0.143618,0.187362,0.432175,0.545665,1,1,1,1,0.473114,0.110722,0.920672,0.513547,0.375035,0.376172,0.106509,0.795651,0.147714,0.968743,0.29658,0.210803,0.454193,0.504208,0.133193,0.219648
30055,0,0,0,0,0.187261,0.245331,0.599092,0.746806,1,1,1,1,0.08298,0.36353,0.619662,0.617543,0.476717,0.620934,0.604998,0.368659,0.152161,0.905853,0.302248,0.625274,0.0165751,0.222921,0.138822,0.39161
30056,0,0,0,0,0.583687,0.642485,0.804438,0.956599,1,1,1,1,0.214074,0.483841,0.95761,0.668267,0.988049,0.0908027,0.887915,0.131667,0.278165,0.43358,0.563842,0.361145,0.79711,0.183504,0.978688,0.273827
30057,0,0,0,0,0.561966,0.688543,0.736282,0.840131,1,1,1,1,0.48954,0.944734,0.581873,0.506115,0.167654,0.720695,0.897725,0.766747,0.966026,0.084986,0.513553,0.1801,0.568827,0.471163,0.848367,0.556876
30058,0,0,0,0,0.46552,0.499494,0.65703,0.762419,1,1,1,1,0.169862,0.252385,0.201276,0.966972,0.435889,0.179964,0.240798,0.240327,0.763651,0.883284,0.196926,0.253191,0.828018,0.778799,0.759305,0.995672
30059,0,0,0,0,0.294123,0.484863,0.530472,0.607901,1,1,1,1,0.742016,0.275972,0.64562,0.310843,0.747135,0.493987,0.86772,0.309101,0.23027,0.556263,0.149231,0.400131,0.808647,0.350507,0.367103,0.244536
30060,0,0,0,0,0.409501,0.565211,0.79548,0.884229,1,1,1,1,0.491185,0.681789,0.547314,0.319203,0.460589,0.306619,0.314875,0.960083,0.963649,0.0772938,0.425603,0.705666,0.353266,0.0712232,0.0165092,0.100401
30061,0,0,0,0,0.0809996,0.295879,0.551417,0.587768,1,1,1,1,0.440491,0.558733,0.195611,0.249139,0.90924,0.562714,0.493675,0.439712,0.170616,0.978539,0.733835,0.661801,0.660328,0.281149,0.981004,0.120917
30062,0,0,0,0,0.144026,0.341126,0.696842,0.867458,1,1,1,1,0.373172,0.506603,0.257083,0.726438,0.577826,0.273592,0.826839,0.143037,0.157821,0.236341,0.938517,0.598312,0.795074,0.134128,0.847451,0.704314
30063,0,0,0,0,0.409375,0.73259,0.82887,0.986691,1,1,1,1,0.319665,0.877861,0.529258,0.979993,0.15901,0.510262,0.10091,0.746778,0.806141,0.18191,0.298195,0.179313,0.688512,0.555278,0.905751,0.266338
30064,0,0,0,0,0.0858398,0.17415,0.395994,0.89198,1,1,1,1,0.968931,0.347891,0.585004,0.764004,0.482019,0.432455,0.468318,0.178862,0.773581,0.612344,0.0463193,0.0932465,0.490206,0.575578,0.0732396,0.649216
30065,0,0,0,0,0.0824868,0.729057,0.856068,0.910888,1,1,1,1,0.356059,0.694189,0.0712933,0.0445715,0.249467,0.977045,0.31091,0.0783371,0.709635,0.720284,0.0650283,0.678566,0.0681758,0.650032,0.44257,0.550195
30066,0,0,0,0,0.0867464,0.377112,0.628529,0.908244,1,1,1,1,0.523233,0.775376,0.949315,0.0134384,0.350954,0.0225543,0.662654,0.436793,0.196704,0.0586483,0.328774,0.552763,0.752837,0.400067,0.597335,0.00230422
30067,0,0,0,0,0.318096,0.376744,0.539079,0.90283,1,1,1,1,0.14567,0.765312,0.696705,0.795702,0.207882,0.2469,0.878188,0.11877,0.975956,0.734257,0.642003,0.751332,0.683571,0.655441,0.102286,0.706126
30068,0,0,0,0,0.0320862,0.509261,0.533305,0.823742,1,1,1,1,0.867853,0.455593,0.129581,0.26792,0.0529275,0.131885,0.645032,0.961172,0.212527,0.731778,0.589701,0.358196,0.49709,0.286405,0.153898,0.704972
30069,0,0,0,0,0.077493,0.29002,0.528561,0.682764,1,1,1,1,0.766343,0.465745,0.260594,0.449914,0.121187,0.36288,0.15604,0.439282,0.901959,0.0588693,0.816026,0.769812,0.514462,0.945608,0.0377323,0.56739
30070,0,0,0,0,0.070707,0.206497,0.466562,0.972666,1,1,1,1,0.414542,0.118262,0.648216,0.911633,0.404667,0.802114,0.616605,0.937972,0.8342,0.440347,0.447234,0.600543,0.906093,0.707827,0.050457,0.0272792
30071,0,0,0,0,0.046038,0.336681,0.405754,0.880238,1,1,1,1,0.265366,0.282588,0.742478,0.779828,0.228195,0.78021,0.347218,0.305688,0.462974,0.875779,0.595708,0.877517,0.994041,0.243924,0.789149,0.398709
30072,0,0,0,0,0.062506,0.130147,0.520778,0.658214,1,1,1,1,0.846101,0.783915,0.480781,0.752194,0.491742,0.531238,0.779473,0.562449,0.737735,0.246034,0.535115,0.00310107,0.528622,0.277593,0.782929,0.756818
30073,0,0,0,0,0.10858,0.217,0.58127,0.745622,1,1,1,1,0.398295,0.999968,0.902138,0.187444,0.398677,0.948176,0.593198,0.735358,0.828414,0.439299,0.519273,0.309196,0.191493,0.0110151,0.840434,0.970966
30074,0,0,0,0,0.153547,0.58299,0.634275,0.901889,1,1,1,1,0.386173,0.364199,0.50244,0.443977,0.494346,0.564946,0.964755,0.500273,0.22316,0.363049,0.50024,0.125298,0.550493,0.898917,0.0734745,0.143691
30075,0,0,0,0,0.0700146,0.569774,0.641511,0.775457,1,1,1,1,0.211085,0.774483,0.164562,0.0515183,0.745449,0.738027,0.629687,0.962449,0.846607,0.210957,0.708071,0.23278,0.575156,0.210511,0.676756,0.0695018
30076,0,0,0,0,0.202525,0.472186,0.505949,0.764115,1,1,1,1,0.123915,0.555053,0.968931,0.19739,0.698744,0.603206,0.0992788,0.281735,0.756753,0.310363,0.0562177,0.921316,0.361882,0.801666,0.659343,0.991569
30077,0,0,0,0,0.0591091,0.597088,0.815862,0.877355,1,1,1,1,0.738729,0.777681,0.682697,0.415485,0.847183,0.458154,0.0569956,0.416957,0.456771,0.0615555,0.486972,0.580687,0.616609,0.455903,0.778076,0.315353
30078,0,0,0,0,0.113679,0.288896,0.785514,0.832124,1,1,1,1,0.187719,0.653305,0.737178,0.5496,0.454972,0.396521,0.541169,0.219087,0.90247,0.743694,0.691273,0.641199,0.521375,0.37397,0.0566837,0.368557
30079,0,0,0,0,0.031648,0.639529,0.737059,0.803502,1,1,1,1,0.175235,0.272486,0.869582,0.791843,0.728389,0.647659,0.107197,0.787498,0.525014,0.704284,0.60336,0.712733,0.357589,0.340539,0.262333,0.812561
30080,0,0,0,0,0.0110157,0.260167,0.525366,0.735153,1,1,1,1,0.547196,0.722921,0.280728,0.0685707,0.0968913,0.337412,0.437128,0.929016,0.451091,0.222643,0.217912,0.626326,0.495129,0.0874938,0.418169,0.223518
30081,0,0,0,0,0.0916291,0.180277,0.400735,0.949644,1,1,1,1,0.22965,0.614376,0.972899,0.58724,0.954915,0.235232,0.399801,0.691974,0.0387344,0.431449,0.331504,0.58593,0.15437,0.612232,0.654501,0.251261
30082,0,0,0,0,0.187286,0.305199,0.689133,0.727868,1,1,1,1,0.314272,0.398188,0.0270606,0.8094,0.485682,0.44523,0.0329178,0.220835,0.970596,0.0439335,0.481002,0.200246,0.65831,0.453901,0.787485,0.613224
30083,0,0,0,0,0.0421987,0.0716029,0.216518,0.309348,1,1,1,1,0.618735,0.636702,0.313798,0.773105,0.248934,0.968299,0.0243658,0.198578,0.0599281,0.204643,0.599312,0.3742,0.602831,0.626373,0.1836,0.0885134
30084,0,0,0,0,0.633421,0.838064,0.921398,0.943349,1,1,1,1,0.260451,0.79035,0.242445,0.918761,0.244251,0.02993,0.531985,0.933384,0.217216,0.837184,0.661252,0.835951,0.473886,0.97505,0.609056,0.722821
30085,0,0,0,0,0.325976,0.488792,0.750476,0.806742,1,1,1,1,0.520711,0.377477,0.440895,0.147084,0.561077,0.529409,0.218687,0.777595,0.838757,0.260885,0.0380461,0.629107,0.50333,0.956807,0.873358,0.53326
30086,0,0,0,0,0.10582,0.330563,0.476029,0.637272,1,1,1,1,0.467994,0.586427,0.799863,0.443044,0.195483,0.522683,0.386393,0.828904,0.444082,0.389671,0.666968,0.964792,0.767148,0.107864,0.111876,0.328225
30087,0,0,0,0,0.0826669,0.237988,0.682069,0.989328,1,1,1,1,0.591448,0.143866,0.105136,0.0947782,0.100673,0.978493,0.628038,0.589465,0.785235,0.378514,0.915442,0.253229,0.964941,0.715304,0.696273,0.160424
30088,0,0,0,0,0.403565,0.507535,0.746326,0.961091,1,1,1,1,0.472338,0.656296,0.646861,0.239486,0.76416,0.758737,0.567711,0.401432,0.0893002,0.673531,0.877461,0.680748,0.817397,0.982597,0.775527,0.91807
30089,0,0,0,0,0.0580301,0.463937,0.553237,0.718661,1,1,1,1,0.782079,0.422977,0.999555,0.74702,0.138281,0.695829,0.907444,0.376269,0.778496,0.896772,0.0583378,0.250833,0.553069,0.705199,0.490319,0.317229
30090,0,0,0,0,0.760016,0.84962,0.912089,0.98152,1,1,1,1,0.731561,0.596123,0.233985,0.548958,0.57872,0.00951189,0.467028,0.539811,0.413077,0.974563,0.286137,0.195156,0.397539,0.285692,0.942176,0.53582
30091,0,0,0,0,0.0500051,0.306745,0.349374,0.936297,1,1,1,1,0.746393,0.970427,0.0108491,0.299461,0.675626,0.501168,0.61669,0.139563,0.559198,0.335352,0.6928,0.290759,0.931474,0.926785,0.839717,0.510194
30092,0,0,0,0,0.334222,0.434585,0.875387,0.912372,1,1,1,1,0.281307,0.336142,0.544529,0.678847,0.621833,0.486705,0.214667,0.603354,0.336325,0.126756,0.363369,0.082718,0.0971832,0.374218,0.382179,0.772809
30093,0,0,0,0,0.0466275,0.173384,0.185188,0.387224,1,1,1,1,0.605172,0.725344,0.265696,0.531957,0.565061,0.77589,0.468255,0.871806,0.825895,0.817628,0.153114,0.162037,0.362158,0.83196,0.78387,0.848863
30094,0,0,0,0,0.0247637,0.561133,0.596996,0.850659,1,1,1,1,0.750593,0.267906,0.270567,0.124812,0.650086,0.0433763,0.000198486,0.648956,0.955749,0.434784,0.983177,0.560921,0.160128,0.248873,0.0928783,0.725189
30095,0,0,0,0,0.0593943,0.0717728,0.116024,0.341918,1,1,1,1,0.378761,0.750109,0.0126963,0.740919,0.58207,0.796567,0.589782,0.628697,0.183791,0.77497,0.802081,0.934384,0.0428765,0.0726478,0.0591958,0.692962
30096,0,0,0,0,0.258655,0.442445,0.771137,0.937367,1,1,1,1,0.494178,0.325095,0.632694,0.654306,0.573969,0.725572,0.379495,0.598732,0.286705,0.976491,0.449392,0.665466,0.7266,0.462088,0.406385,0.30867
30097,0,0,0,0,0.0233985,0.346691,0.644863,0.796082,1,1,1,1,0.739448,0.37683,0.814014,0.812095,0.436025,0.506976,0.92812,0.49542,0.848894,0.999892,0.989597,0.17399,0.632586,0.643903,0.747958,0.358158
30098,0,0,0,0,0.257143,0.267545,0.452188,0.653902,1,1,1,1,0.310329,0.726489,0.25817,0.716714,0.035159,0.516825,0.712881,0.972526,0.959271,0.484018,0.711973,0.3361,0.298032,0.524069,0.772126,0.805008
30099,0,0,0,0,0.311631,0.45289,0.658508,0.827613,1,1,1,1,0.827892,0.0846665,0.901046,0.57585,0.442825,0.924444,0.922541,0.0876876,0.924334,0.718623,0.398017,0.650823,0.976794,0.114731,0.685982,0.493619
30100,0,0,0,0,0.394856,0.413997,0.835628,0.911294,1,1,1,1,0.370481,0.78899,0.609663,0.89455,0.561116,0.414671,0.346738,0.828661,0.0685737,0.798818,0.0858036,0.896465,0.883485,0.98685,0.472316,0.32631
30101,0,0,0,0,0.0903237,0.158897,0.215549,0.44271,1,1,1,1,0.11348,0.812014,0.486451,0.0902733,0.926745,0.172433,0.583892,0.754358,0.830941,0.0367821,0.0659891,0.201422,0.825772,0.675652,0.0959719,0.386888
30102,0,0,0,0,0.358437,0.524948,0.694007,0.71018,1,1,1,1,0.241528,0.301352,0.0553628,0.125013,0.288202,0.527678,0.451323,0.199496,0.922535,0.86532,0.0351236,0.0360143,0.677334,0.521574,0.126288,0.604079
30103,0,0,0,0,0.0829162,0.854876,0.932341,0.964221,1,1,1,1,0.746962,0.424426,0.72637,0.572734,0.100079,0.822342,0.959622,0.190402,0.265052,0.175171,0.3493,0.50658,0.476523,0.404663,0.631594,0.764725
30104,0,0,0,0,0.181847,0.288588,0.302995,0.55364,1,1,1,1,0.948236,0.999345,0.89089,0.62557,0.520919,0.0171777,0.229649,0.214927,0.727358,0.588087,0.739875,0.47432,0.0125133,0.466246,0.0470541,0.112592
30105,0,0,0,0,0.122509,0.166273,0.479599,0.578186,1,1,1,1,0.652294,0.0602206,0.658371,0.0569572,0.691814,0.423096,0.989298,0.77473,0.387318,0.844174,0.722966,0.386663,0.735064,0.348537,0.907582,0.752242
30106,0,0,0,0,0.270964,0.292923,0.658282,0.697624,1,1,1,1,0.862385,0.953919,0.178786,0.32863,0.000973271,0.291378,0.617218,0.00764965,0.594373,0.170859,0.189497,0.246668,0.231079,0.847868,0.303625,0.922893
30107,0,0,0,0,0.0665441,0.578123,0.88327,0.98375,1,1,1,1,0.137097,0.42059,0.044945,0.872161,0.769127,0.952527,0.624403,0.347313,0.0750365,0.104002,0.513586,0.937421,0.0579212,0.692372,0.266051,0.0588945
30108,0,0,0,0,0.0306284,0.0549993,0.105665,0.442754,1,1,1,1,0.0541284,0.256041,0.824791,0.285208,0.103909,0.128416,0.208101,0.374874,0.421339,0.905724,0.033156,0.558436,0.326314,0.0781011,0.430597,0.0954411
30109,0,0,0,0,0.0771856,0.163792,0.58513,0.739844,1,1,1,1,0.159001,0.956339,0.0430859,0.216923,0.648711,0.309137,0.275817,0.632462,0.192407,0.342361,0.210585,0.246535,0.598403,0.0353759,0.531743,0.702312
30110,0,0,0,0,0.280903,0.676959,0.74759,0.869366,1,1,1,1,0.645568,0.110342,0.143566,0.971883,0.188443,0.574162,0.0673237,0.219071,0.629162,0.510077,0.324736,0.788163,0.466417,0.367822,0.0050857,0.115128
30111,0,0,0,0,0.0722625,0.0893625,0.460201,0.519019,1,1,1,1,0.623264,0.958175,0.115901,0.221667,0.993551,0.647644,0.923978,0.157343,0.387488,0.00116398,0.742473,0.0330562,0.111506,0.886038,0.00493877,0.299948
30112,0,0,0,0,0.0205439,0.521448,0.908936,0.932423,1,1,1,1,0.58234,0.843755,0.877526,0.0487569,0.211577,0.882611,0.163885,0.888536,0.163514,0.911475,0.757902,0.786778,0.86965,0.873803,0.00844473,0.863201
30113,0,0,0,0,0.122269,0.72565,0.814175,0.958755,1,1,1,1,0.933587,0.763017,0.941992,0.0450927,0.649055,0.946931,0.345041,0.109256,0.019193,0.86406,0.198618,0.601533,0.707816,0.0761439,0.65029,0.919393
