ID,U0,U1,U2,U3,U4,U5,U6,U7,U8,PX0,PY0,PX1,PY1,PX2,PY2,PX3,PY3,PX4,PY4
18,0,0,0,0,0.884043,1,1,1,1,0.550717,0.583448,0.789794,0.420529,0.075592,0.856913,0.227374,0.563891,0.155216,0.0883386
19,0,0,0,0,0.359045,1,1,1,1,0.926922,0.280272,0.14144,0.191548,0.513118,0.491795,0.339214,0.772808,0.0794676,0.832894
20,0,0,0,0,0.491252,1,1,1,1,0.232416,0.648418,0.46869,0.560148,0.212282,0.427448,0.67767,0.907803,0.682155,0.228387
21,0,0,0,0,0.244901,1,1,1,1,0.471949,0.648916,0.566844,0.328862,0.876291,0.130735,0.484078,0.964629,0.0147778,0.411001
22,0,0,0,0,0.423074,1,1,1,1,0.156218,0.602549,0.758019,0.648013,0.941763,0.530827,0.72748,0.774657,0.889872,0.959896
23,0,0,0,0,0.0750179,1,1,1,1,0.358562,0.520044,0.635356,0.78601,0.197715,0.543159,0.468165,0.426102,0.0344109,0.940115
24,0,0,0,0,0.766604,1,1,1,1,0.601255,0.268977,0.951309,0.731989,0.753055,0.915938,0.746767,0.164056,0.160839,0.902985
25,0,0,0,0,0.758419,1,1,1,1,0.918859,0.550998,0.708367,0.449686,0.278478,0.483024,0.339558,0.238374,0.906098,0.698121
26,0,0,0,0,0.161388,1,1,1,1,0.541454,0.484131,0.956133,0.0846135,0.952296,0.382235,0.119024,0.892411,0.457253,0.720279
27,0,0,0,0,0.653018,1,1,1,1,0.408561,0.452268,0.914443,0.3245,0.199035,0.0784981,0.485339,0.10202,0.845102,0.404198
28,0,0,0,0,0.375694,1,1,1,1,0.553469,0.853884,0.931496,0.0364925,0.193442,0.16987,0.94259,0.891563,0.928289,0.484045
29,0,0,0,0,0.86023,1,1,1,1,0.884422,0.568658,0.32799,0.266657,0.687683,0.220401,0.72391,0.407962,0.381788,0.132471
30,0,0,0,0,0.200392,1,1,1,1,0.296231,0.456971,0.0592648,0.374729,0.94231,0.161285,0.219831,0.346508,0.814303,0.7733
31,0,0,0,0,0.805086,1,1,1,1,0.745799,0.809792,0.393834,0.915669,0.752383,0.285396,0.843958,0.236427,0.66109,0.72838
32,0,0,0,0,0.308388,1,1,1,1,0.98908,0.995037,0.492768,0.209481,0.718946,0.90073,0.591269,0.851417,0.760959,0.887499
33,0,0,0,0,0.0651513,1,1,1,1,0.820224,0.262228,0.250698,0.981509,0.482059,0.597206,0.795812,0.255359,0.797598,0.541611
34,0,0,0,0,0.024654,1,1,1,1,0.191431,0.45728,0.817534,0.476828,0.301238,0.0539616,0.137918,0.0296173,0.859047,0.126997
35,0,0,0,0,0.077474,1,1,1,1,0.351815,0.336478,0.7436,0.252545,0.927747,0.595018,0.0135042,0.815246,0.903406,0.833728
36,0,0,0,0,0.60994,1,1,1,1,0.154104,0.815237,0.559533,0.75131,0.611049,0.814892,0.548908,0.15266,0.880043,0.740339
37,0,0,0,0,0.81856,1,1,1,1,0.697577,0.217167,0.911178,0.751539,0.355084,0.940795,0.610586,0.482082,0.965449,0.962401
38,0,0,0,0,0.877416,1,1,1,1,0.709049,0.214946,0.746307,0.304067,0.22845,0.561552,0.207473,0.0621787,0.639026,0.361577
39,0,0,0,0,0.619302,1,1,1,1,0.198559,0.112888,0.488466,0.0134511,0.661796,0.641126,0.893494,0.402135,0.251066,0.591071
40,0,0,0,0,0.130544,1,1,1,1,0.162243,0.34261,0.974386,0.103038,0.953196,0.456468,0.0684871,0.915597,0.275028,0.777536
41,0,0,0,0,0.763542,1,1,1,1,0.0213347,0.0816033,0.358994,0.582887,0.289076,0.421173,0.221914,0.650654,0.298589,0.420473
42,0,0,0,0,0.2611,1,1,1,1,0.787054,0.433924,0.425338,0.42818,0.327418,0.827473,0.679246,0.91849,0.446775,0.841489
43,0,0,0,0,0.872154,1,1,1,1,0.421161,0.944528,0.214296,0.877629,0.0130146,0.129893,0.152658,0.790551,0.260437,0.173992
44,0,0,0,0,0.83319,1,1,1,1,0.619431,0.756879,0.161231,0.0406038,0.978793,0.811884,0.339193,0.399266,0.575426,0.126247
45,0,0,0,0,0.0196902,1,1,1,1,0.000763819,0.554427,0.160608,0.828237,0.233673,0.0790978,0.275011,0.0751626,0.340197,0.696173
46,0,0,0,0,0.657331,1,1,1,1,0.554493,0.573802,0.0327048,0.684386,0.72646,0.823256,0.944823,0.900452,0.69541,0.564254
47,0,0,0,0,0.624725,1,1,1,1,0.856641,0.604858,0.636124,0.668525,0.944051,0.0353898,0.243951,0.0702981,0.86858,0.244715
48,0,0,0,0,0.617938,1,1,1,1,0.029188,0.0729516,0.858399,0.108286,0.347963,0.933561,0.448483,0.0441356,0.953252,0.00297643
49,0,0,0,0,0.801299,1,1,1,1,0.985956,0.687363,0.344397,0.809212,0.632186,0.244849,0.504622,0.196441,0.90218,0.361263
50,0,0,0,0,0.591405,1,1,1,1,0.538304,0.0297876,0.74535,0.573694,0.273739,0.815648,0.442273,0.518454,0.440373,0.471461
51,0,0,0,0,0.71857,1,1,1,1,0.298772,0.579747,0.939368,0.232333,0.0282304,0.983504,0.185585,0.0312068,0.601442,0.171541
52,0,0,0,0,0.876426,1,1,1,1,0.945839,0.980753,0.350756,0.190688,0.485376,0.547197,0.0928673,0.846638,0.348495,0.631171
53,0,0,0,0,0.698346,1,1,1,1,0.0938449,0.204865,0.150164,0.909493,0.647138,0.668618,0.349866,0.118599,0.260023,0.648638
54,0,0,0,0,0.21885,1,1,1,1,0.199391,0.880971,0.726577,0.182895,0.0665557,0.757784,0.784337,0.238097,0.476353,0.730175
55,0,0,0,0,0.849766,1,1,1,1,0.827109,0.920863,0.704226,0.374306,0.0137303,0.550864,0.722801,0.644901,0.42729,0.816646
56,0,0,0,0,0.605613,1,1,1,1,0.577454,0.726139,0.496904,0.246072,0.0760044,0.615503,0.506096,0.724642,0.31385,0.705487
57,0,0,0,0,0.323758,1,1,1,1,0.0404263,0.888382,0.672168,0.79821,0.672719,0.910265,0.274563,0.402895,0.129116,0.101673
58,0,0,0,0,0.741565,1,1,1,1,0.833341,0.475979,0.337488,0.384206,0.19878,0.982389,0.811495,0.0154262,0.832155,0.38895
59,0,0,0,0,0.734987,1,1,1,1,0.329059,0.635022,0.817569,0.944562,0.141117,0.542211,0.258412,0.846604,0.147824,0.298838
60,0,0,0,0,0.949263,1,1,1,1,0.819992,0.0970481,0.407706,0.730258,0.371611,0.810601,0.859373,0.473284,0.134358,0.692715
61,0,0,0,0,0.912387,1,1,1,1,0.471846,0.0769204,0.148043,0.454236,0.888416,0.163469,0.286391,0.277365,0.905034,0.61545
62,0,0,0,0,0.21431,1,1,1,1,0.722604,0.560012,0.0535045,0.264815,0.818424,0.900109,0.412639,0.117262,0.635096,0.232632
63,0,0,0,0,0.591898,1,1,1,1,0.0428017,0.962889,0.585922,0.853402,0.822263,0.0592059,0.987761,0.514978,0.00846876,0.459607
64,0,0,0,0,0.375696,1,1,1,1,0.156512,0.913842,0.480314,0.319981,0.200233,0.757679,0.225015,0.815684,0.670066,0.947618
65,0,0,0,0,0.820594,1,1,1,1,0.723571,0.212433,0.19412,0.62368,0.625073,0.311382,0.258775,0.857704,0.525693,0.301577
66,0,0,0,0,0.516189,1,1,1,1,0.111614,0.154979,0.642856,0.17082,0.14274,0.157834,0.179289,0.602347,0.749732,0.335801
67,0,0,0,0,0.0408481,1,1,1,1,0.230046,0.655781,0.716423,0.987725,0.880796,0.532106,0.657791,0.828415,0.907802,0.381362
68,0,0,0,0,0.720373,1,1,1,1,0.101922,0.00504116,0.665921,0.413304,0.263817,0.523625,0.938997,0.565394,0.344218,0.0506111
69,0,0,0,0,0.392302,1,1,1,1,0.987075,0.221431,0.863113,0.144908,0.40072,0.46546,0.89464,0.736521,0.981649,0.124686
70,0,0,0,0,0.156604,1,1,1,1,0.698072,0.112411,0.273098,0.230178,0.770202,0.101513,0.13798,0.151563,0.142361,0.239902
71,0,0,0,0,0.864246,1,1,1,1,0.808281,0.653206,0.420421,0.331906,0.592203,0.985815,0.676124,0.642814,0.706188,0.663199
72,0,0,0,0,0.939845,1,1,1,1,0.569301,0.808107,0.264966,0.0347604,0.702748,0.00148635,0.0164093,0.827434,0.393788,0.714481
73,0,0,0,0,0.975747,1,1,1,1,0.666886,0.944659,0.710047,0.768399,0.0826386,0.86161,0.910759,0.322541,0.0182146,0.719041
74,0,0,0,0,0.198378,1,1,1,1,0.438636,0.0509469,0.56795,0.42445,0.727071,0.210765,0.130638,0.39027,0.0750106,0.699939
75,0,0,0,0,0.410248,1,1,1,1,0.339976,0.734699,0.901126,0.341463,0.751109,0.72856,0.735251,0.465589,0.668405,0.402137
76,0,0,0,0,0.851283,1,1,1,1,0.378451,0.170536,0.492887,0.240061,0.0812953,0.815427,0.258276,0.800336,0.791174,0.696912
77,0,0,0,0,0.686638,1,1,1,1,0.359125,0.121362,0.578354,0.56989,0.252,0.968625,0.6449,0.951939,0.167002,0.984877
78,0,0,0,0,0.634263,1,1,1,1,0.0681279,0.326339,0.437747,0.796687,0.0615902,0.903336,0.465092,0.463727,0.313584,0.843543
79,0,0,0,0,0.160155,1,1,1,1,0.806471,0.0836049,0.715558,0.621898,0.341881,0.515894,0.413073,0.0387928,0.367178,0.772198
80,0,0,0,0,0.298204,1,1,1,1,0.945532,0.342087,0.412155,0.914157,0.986988,0.364094,0.0811588,0.971864,0.0507322,0.149287
81,0,0,0,0,0.338215,1,1,1,1,0.488479,0.945974,0.359794,0.391815,0.411066,0.823521,0.7054,0.25461,0.457784,0.511871
82,0,0,0,0,0.661127,1,1,1,1,0.173342,0.133769,0.680096,0.689237,0.546842,0.718888,0.0564144,0.31904,0.879043,0.00194627
83,0,0,0,0,0.0925225,1,1,1,1,0.291198,0.916103,0.648115,0.655292,0.997262,0.619979,0.706024,0.146548,0.918182,0.194503
84,0,0,0,0,0.937358,1,1,1,1,0.277976,0.586318,0.503589,0.101497,0.291718,0.758198,0.559281,0.803589,0.0964131,0.732623
85,0,0,0,0,0.396323,1,1,1,1,0.776509,0.42186,0.4842,0.495397,0.478274,0.803239,0.37444,0.480221,0.464366,0.665639
86,0,0,0,0,0.807777,1,1,1,1,0.112481,0.320931,0.393585,0.73246,0.0269552,0.540133,0.650642,0.221459,0.632656,0.928618
87,0,0,0,0,0.743879,1,1,1,1,0.136245,0.030115,0.0994951,0.894443,0.589396,0.903084,0.990856,0.322019,0.840442,0.767365
88,0,0,0,0,0.623772,1,1,1,1,0.324641,0.262762,0.222154,0.127881,0.637203,0.702374,0.592247,0.302841,0.0986978,0.704728
89,0,0,0,0,0.046563,1,1,1,1,0.492283,0.437188,0.650727,0.0324163,0.0878298,0.872186,0.665072,0.0164479,0.679963,0.801317
90,0,0,0,0,0.716743,1,1,1,1,0.779458,0.69576,0.635959,0.682542,0.686616,0.957978,0.522983,0.453981,0.701857,0.847625
91,0,0,0,0,0.709668,1,1,1,1,0.924011,0.975505,0.353946,0.626385,0.567752,0.656787,0.725083,0.27248,0.280559,0.217366
92,0,0,0,0,0.411931,1,1,1,1,0.931286,0.249782,0.797498,0.803472,0.914854,0.813946,0.483435,0.716171,0.860509,0.262893
93,0,0,0,0,0.291548,1,1,1,1,0.496467,0.945434,0.0985472,0.454445,0.468418,0.552528,0.156303,0.316042,0.269271,0.0803136
94,0,0,0,0,0.89893,1,1,1,1,0.623217,0.706699,0.8593,0.280004,0.431782,0.13178,0.560563,0.649148,0.841448,0.491849
95,0,0,0,0,0.987082,1,1,1,1,0.638946,0.295321,0.813784,0.452891,0.778755,0.529955,0.3134,0.041648,0.941887,0.809867
96,0,0,0,0,0.207628,1,1,1,1,0.0404338,0.264313,0.4555,0.592962,0.420616,0.771542,0.862233,0.500929,0.0630895,0.48545
97,0,0,0,0,0.113186,1,1,1,1,0.922389,0.765454,0.63941,0.0541695,0.326017,0.288557,0.895618,0.817866,0.187487,0.534563
98,0,0,0,0,0.375035,1,1,1,1,0.00127149,0.987455,0.891942,0.531227,0.300855,0.93359,0.473114,0.110722,0.920672,0.513547
99,0,0,0,0,0.219648,1,1,1,1,0.376172,0.106509,0.795651,0.147714,0.968743,0.29658,0.210803,0.454193,0.504208,0.133193
100,0,0,0,0,0.604998,1,1,1,1,0.143618,0.187362,0.545665,0.432175,0.08298,0.36353,0.619662,0.617543,0.476717,0.620934
101,0,0,0,0,0.245331,1,1,1,1,0.368659,0.152161,0.905853,0.302248,0.625274,0.0165751,0.222921,0.138822,0.39161,0.599092
102,0,0,0,0,0.278165,1,1,1,1,0.187261,0.746806,0.214074,0.483841,0.95761,0.668267,0.988049,0.0908027,0.887915,0.131667
103,0,0,0,0,0.956599,1,1,1,1,0.43358,0.563842,0.361145,0.79711,0.183504,0.978688,0.273827,0.804438,0.583687,0.642485
104,0,0,0,0,0.513553,1,1,1,1,0.48954,0.944734,0.581873,0.506115,0.167654,0.720695,0.897725,0.766747,0.966026,0.084986
105,0,0,0,0,0.252385,1,1,1,1,0.1801,0.568827,0.471163,0.848367,0.556876,0.561966,0.736282,0.688543,0.840131,0.169862
106,0,0,0,0,0.828018,1,1,1,1,0.201276,0.966972,0.435889,0.179964,0.240798,0.240327,0.763651,0.883284,0.196926,0.253191
107,0,0,0,0,0.310843,1,1,1,1,0.778799,0.759305,0.995672,0.499494,0.65703,0.762419,0.46552,0.742016,0.275972,0.64562
108,0,0,0,0,0.367103,1,1,1,1,0.747135,0.493987,0.86772,0.309101,0.23027,0.556263,0.149231,0.400131,0.808647,0.350507
109,0,0,0,0,0.306619,1,1,1,1,0.244536,0.530472,0.607901,0.484863,0.294123,0.491185,0.681789,0.547314,0.319203,0.460589
110,0,0,0,0,0.565211,1,1,1,1,0.314875,0.960083,0.963649,0.0772938,0.425603,0.705666,0.353266,0.0712232,0.0165092,0.100401
111,0,0,0,0,0.439712,1,1,1,1,0.884229,0.409501,0.79548,0.440491,0.558733,0.195611,0.249139,0.90924,0.562714,0.493675
112,0,0,0,0,0.0809996,1,1,1,1,0.170616,0.978539,0.733835,0.661801,0.660328,0.281149,0.981004,0.120917,0.587768,0.295879
113,0,0,0,0,0.236341,1,1,1,1,0.551417,0.373172,0.506603,0.257083,0.726438,0.577826,0.273592,0.826839,0.143037,0.157821
114,0,0,0,0,0.319665,1,1,1,1,0.938517,0.598312,0.795074,0.134128,0.847451,0.704314,0.696842,0.341126,0.144026,0.867458
115,0,0,0,0,0.179313,1,1,1,1,0.877861,0.529258,0.979993,0.15901,0.510262,0.10091,0.746778,0.806141,0.18191,0.298195
116,0,0,0,0,0.585004,1,1,1,1,0.688512,0.555278,0.905751,0.266338,0.82887,0.73259,0.409375,0.986691,0.968931,0.347891
117,0,0,0,0,0.575578,1,1,1,1,0.764004,0.482019,0.432455,0.468318,0.178862,0.773581,0.612344,0.0463193,0.0932465,0.490206
118,0,0,0,0,0.249467,1,1,1,1,0.0732396,0.649216,0.0858398,0.17415,0.395994,0.89198,0.356059,0.694189,0.0712933,0.0445715
119,0,0,0,0,0.550195,1,1,1,1,0.977045,0.31091,0.0783371,0.709635,0.720284,0.0650283,0.678566,0.0681758,0.650032,0.44257
120,0,0,0,0,0.662654,1,1,1,1,0.0824868,0.910888,0.729057,0.856068,0.523233,0.775376,0.949315,0.0134384,0.350954,0.0225543
121,0,0,0,0,0.908244,1,1,1,1,0.436793,0.196704,0.0586483,0.328774,0.552763,0.752837,0.400067,0.597335,0.00230422,0.377112
122,0,0,0,0,0.11877,1,1,1,1,0.0806413,0.0867464,0.628529,0.14567,0.765312,0.696705,0.795702,0.207882,0.2469,0.878188
123,0,0,0,0,0.90283,1,1,1,1,0.975956,0.734257,0.642003,0.751332,0.683571,0.655441,0.102286,0.706126,0.318096,0.539079
124,0,0,0,0,0.731778,1,1,1,1,0.376744,0.867853,0.455593,0.129581,0.26792,0.0529275,0.131885,0.645032,0.961172,0.212527
125,0,0,0,0,0.766343,1,1,1,1,0.589701,0.358196,0.49709,0.286405,0.153898,0.704972,0.533305,0.0320862,0.823742,0.509261
126,0,0,0,0,0.769812,1,1,1,1,0.465745,0.260594,0.449914,0.121187,0.36288,0.15604,0.439282,0.901959,0.0588693,0.816026
127,0,0,0,0,0.648216,1,1,1,1,0.514462,0.945608,0.0377323,0.56739,0.077493,0.682764,0.528561,0.29002,0.414542,0.118262
128,0,0,0,0,0.707827,1,1,1,1,0.911633,0.404667,0.802114,0.616605,0.937972,0.8342,0.440347,0.447234,0.600543,0.906093
129,0,0,0,0,0.228195,1,1,1,1,0.050457,0.0272792,0.070707,0.206497,0.466562,0.972666,0.265366,0.282588,0.742478,0.779828
130,0,0,0,0,0.398709,1,1,1,1,0.78021,0.347218,0.305688,0.462974,0.875779,0.595708,0.877517,0.994041,0.243924,0.789149
131,0,0,0,0,0.779473,1,1,1,1,0.046038,0.405754,0.336681,0.880238,0.846101,0.783915,0.480781,0.752194,0.491742,0.531238
132,0,0,0,0,0.130147,1,1,1,1,0.562449,0.737735,0.246034,0.535115,0.00310107,0.528622,0.277593,0.782929,0.756818,0.0578036
133,0,0,0,0,0.593198,1,1,1,1,0.062506,0.520778,0.00592637,0.658214,0.398295,0.999968,0.902138,0.187444,0.398677,0.948176
134,0,0,0,0,0.578169,1,1,1,1,0.735358,0.828414,0.439299,0.519273,0.309196,0.191493,0.0110151,0.840434,0.970966,0.573464
135,0,0,0,0,0.964755,1,1,1,1,0.217,0.10858,0.58127,0.745622,0.386173,0.364199,0.50244,0.443977,0.494346,0.564946
136,0,0,0,0,0.901889,1,1,1,1,0.500273,0.22316,0.363049,0.50024,0.125298,0.550493,0.898917,0.0734745,0.143691,0.634275
137,0,0,0,0,0.846607,1,1,1,1,0.58299,0.153547,0.211085,0.774483,0.164562,0.0515183,0.745449,0.738027,0.629687,0.962449
138,0,0,0,0,0.0700146,1,1,1,1,0.210957,0.708071,0.23278,0.575156,0.210511,0.676756,0.0695018,0.775457,0.641511,0.569774
139,0,0,0,0,0.0562177,1,1,1,1,0.123915,0.555053,0.968931,0.19739,0.698744,0.603206,0.0992788,0.281735,0.756753,0.310363
140,0,0,0,0,0.777681,1,1,1,1,0.921316,0.361882,0.801666,0.659343,0.991569,0.764115,0.505949,0.202525,0.472186,0.738729
141,0,0,0,0,0.616609,1,1,1,1,0.682697,0.415485,0.847183,0.458154,0.0569956,0.416957,0.456771,0.0615555,0.486972,0.580687
142,0,0,0,0,0.5496,1,1,1,1,0.455903,0.778076,0.315353,0.0591091,0.877355,0.597088,0.815862,0.187719,0.653305,0.737178
143,0,0,0,0,0.0566837,1,1,1,1,0.454972,0.396521,0.541169,0.219087,0.90247,0.743694,0.691273,0.641199,0.521375,0.37397
144,0,0,0,0,0.647659,1,1,1,1,0.368557,0.832124,0.113679,0.785514,0.288896,0.175235,0.272486,0.869582,0.791843,0.728389
145,0,0,0,0,0.737059,1,1,1,1,0.107197,0.787498,0.525014,0.704284,0.60336,0.712733,0.357589,0.340539,0.262333,0.812561
146,0,0,0,0,0.929016,1,1,1,1,0.803502,0.031648,0.639529,0.547196,0.722921,0.280728,0.0685707,0.0968913,0.337412,0.437128
147,0,0,0,0,0.0110157,1,1,1,1,0.451091,0.222643,0.217912,0.626326,0.495129,0.0874938,0.418169,0.223518,0.735153,0.525366
148,0,0,0,0,0.431449,1,1,1,1,0.260167,0.22965,0.614376,0.972899,0.58724,0.954915,0.235232,0.399801,0.691974,0.0387344
149,0,0,0,0,0.314272,1,1,1,1,0.331504,0.58593,0.15437,0.612232,0.654501,0.251261,0.949644,0.0916291,0.180277,0.400735
150,0,0,0,0,0.200246,1,1,1,1,0.398188,0.0270606,0.8094,0.485682,0.44523,0.0329178,0.220835,0.970596,0.0439335,0.481002
151,0,0,0,0,0.313798,1,1,1,1,0.65831,0.453901,0.787485,0.613224,0.689133,0.187286,0.305199,0.727868,0.618735,0.636702
152,0,0,0,0,0.626373,1,1,1,1,0.773105,0.248934,0.968299,0.0243658,0.198578,0.0599281,0.204643,0.599312,0.3742,0.602831
153,0,0,0,0,0.244251,1,1,1,1,0.1836,0.0885134,0.0716029,0.216518,0.309348,0.0421987,0.260451,0.79035,0.242445,0.918761
154,0,0,0,0,0.722821,1,1,1,1,0.02993,0.531985,0.933384,0.217216,0.837184,0.661252,0.835951,0.473886,0.97505,0.609056
155,0,0,0,0,0.529409,1,1,1,1,0.943349,0.633421,0.921398,0.00327738,0.838064,0.520711,0.377477,0.440895,0.147084,0.561077
156,0,0,0,0,0.488792,1,1,1,1,0.218687,0.777595,0.838757,0.260885,0.0380461,0.629107,0.50333,0.956807,0.873358,0.53326
157,0,0,0,0,0.828904,1,1,1,1,0.806742,0.750476,0.325976,0.467994,0.586427,0.799863,0.443044,0.195483,0.522683,0.386393
158,0,0,0,0,0.10582,1,1,1,1,0.444082,0.389671,0.666968,0.964792,0.767148,0.107864,0.111876,0.328225,0.637272,0.330563
159,0,0,0,0,0.378514,1,1,1,1,0.476029,0.591448,0.143866,0.105136,0.0947782,0.100673,0.978493,0.628038,0.589465,0.785235
160,0,0,0,0,0.472338,1,1,1,1,0.915442,0.253229,0.964941,0.715304,0.696273,0.160424,0.237988,0.0826669,0.989328,0.682069
161,0,0,0,0,0.680748,1,1,1,1,0.656296,0.646861,0.239486,0.76416,0.758737,0.567711,0.401432,0.0893002,0.673531,0.877461
162,0,0,0,0,0.74702,1,1,1,1,0.817397,0.982597,0.775527,0.91807,0.961091,0.403565,0.507535,0.746326,0.782079,0.422977
163,0,0,0,0,0.490319,1,1,1,1,0.138281,0.695829,0.907444,0.376269,0.778496,0.896772,0.0583378,0.250833,0.553069,0.705199
164,0,0,0,0,0.00951189,1,1,1,1,0.317229,0.463937,0.0580301,0.718661,0.553237,0.731561,0.596123,0.233985,0.548958,0.57872
165,0,0,0,0,0.98152,1,1,1,1,0.467028,0.539811,0.413077,0.974563,0.286137,0.195156,0.397539,0.285692,0.942176,0.53582
166,0,0,0,0,0.139563,1,1,1,1,0.84962,0.912089,0.760016,0.746393,0.970427,0.0108491,0.299461,0.675626,0.501168,0.61669
167,0,0,0,0,0.0500051,1,1,1,1,0.559198,0.335352,0.6928,0.290759,0.931474,0.926785,0.839717,0.510194,0.936297,0.306745
168,0,0,0,0,0.126756,1,1,1,1,0.349374,0.281307,0.336142,0.544529,0.678847,0.621833,0.486705,0.214667,0.603354,0.336325
169,0,0,0,0,0.334222,1,1,1,1,0.363369,0.082718,0.0971832,0.374218,0.382179,0.772809,0.875387,0.99887,0.912372,0.434585
170,0,0,0,0,0.153114,1,1,1,1,0.605172,0.725344,0.265696,0.531957,0.565061,0.77589,0.468255,0.871806,0.825895,0.817628
171,0,0,0,0,0.267906,1,1,1,1,0.162037,0.362158,0.83196,0.78387,0.848863,0.0466275,0.387224,0.185188,0.173384,0.750593
172,0,0,0,0,0.160128,1,1,1,1,0.270567,0.124812,0.650086,0.0433763,0.000198486,0.648956,0.955749,0.434784,0.983177,0.560921
173,0,0,0,0,0.740919,1,1,1,1,0.248873,0.0928783,0.725189,0.0247637,0.561133,0.596996,0.850659,0.378761,0.750109,0.0126963
174,0,0,0,0,0.0591958,1,1,1,1,0.58207,0.796567,0.589782,0.628697,0.183791,0.77497,0.802081,0.934384,0.0428765,0.0726478
175,0,0,0,0,0.725572,1,1,1,1,0.692962,0.116024,0.0593943,0.341918,0.0717728,0.494178,0.325095,0.632694,0.654306,0.573969
176,0,0,0,0,0.258655,1,1,1,1,0.379495,0.598732,0.286705,0.976491,0.449392,0.665466,0.7266,0.462088,0.406385,0.30867
177,0,0,0,0,0.92812,1,1,1,1,0.996167,0.937367,0.442445,0.771137,0.739448,0.37683,0.814014,0.812095,0.436025,0.506976
178,0,0,0,0,0.346691,1,1,1,1,0.49542,0.848894,0.999892,0.989597,0.17399,0.632586,0.643903,0.747958,0.358158,0.0233985
179,0,0,0,0,0.972526,1,1,1,1,0.644863,0.999889,0.796082,0.310329,0.726489,0.25817,0.716714,0.035159,0.516825,0.712881
180,0,0,0,0,0.653902,1,1,1,1,0.959271,0.484018,0.711973,0.3361,0.298032,0.524069,0.772126,0.805008,0.452188,0.267545
181,0,0,0,0,0.924334,1,1,1,1,0.45208,0.257143,0.827892,0.0846665,0.901046,0.57585,0.442825,0.924444,0.922541,0.0876876
182,0,0,0,0,0.311631,1,1,1,1,0.718623,0.398017,0.650823,0.976794,0.114731,0.685982,0.493619,0.827613,0.658508,0.45289
183,0,0,0,0,0.0858036,1,1,1,1,0.370481,0.78899,0.609663,0.89455,0.561116,0.414671,0.346738,0.828661,0.0685737,0.798818
184,0,0,0,0,0.812014,1,1,1,1,0.896465,0.883485,0.98685,0.472316,0.32631,0.911294,0.394856,0.413997,0.835628,0.11348
185,0,0,0,0,0.825772,1,1,1,1,0.486451,0.0902733,0.926745,0.172433,0.583892,0.754358,0.830941,0.0367821,0.0659891,0.201422
186,0,0,0,0,0.125013,1,1,1,1,0.675652,0.0959719,0.386888,0.0903237,0.44271,0.215549,0.158897,0.241528,0.301352,0.0553628
