ID,U0,U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,PX0,PY0,PX1,PY1,PX2,PY2,PX3,PY3,PX4,PY4,PX5,PY5,PX6,PY6,PX7,PY7,PX8,PY8,PX9,PY9,PX10,PY10,PX11,PY11
70010,0,0,0,0,0.0330421,0.108266,0.150582,0.30392,0.371362,0.665632,0.686872,0.876993,1,1,1,1,0.156049,0.658404,0.65316,0.382445,0.871205,0.954124,0.625113,0.14783,0.517674,0.715656,0.347478,0.415231,0.0231341,0.866211,0.47512,0.552482,0.568031,0.482557,0.61836,0.803953,0.584108,0.179051,0.578651,0.120186
70011,0,0,0,0,0.0531596,0.0988349,0.249417,0.439445,0.724105,0.752573,0.85549,0.888532,1,1,1,1,0.803742,0.415488,0.558078,0.757867,0.0406004,0.705908,0.275541,0.756257,0.0533858,0.690772,0.779391,0.919597,0.165891,0.331872,0.487628,0.648449,0.950232,0.291581,0.232557,0.129283,0.870232,0.352743,0.433203,0.978497
70012,0,0,0,0,0.0483757,0.0731104,0.0931032,0.12627,0.159843,0.352395,0.653658,0.823693,1,1,1,1,0.30402,0.997523,0.811026,0.34462,0.703431,0.0865673,0.100877,0.756817,0.777339,0.880268,0.676414,0.94323,0.21214,0.164043,0.591679,0.162372,0.455624,0.824237,0.291655,0.325856,0.17698,0.724858,0.304353,0.901085
70013,0,0,0,0,0.0377789,0.0758004,0.092259,0.637008,0.685383,0.892071,0.965989,0.985174,1,1,1,1,0.0906265,0.937296,0.697016,0.794058,0.0238635,0.797893,0.550875,0.801202,0.67816,0.227289,0.744433,0.8903,0.391331,0.336112,0.0526723,0.846955,0.160349,0.344327,0.172811,0.337328,0.0691855,0.477164,0.238413,0.892879
70014,0,0,0,0,0.4262,0.494159,0.518459,0.5485,0.563326,0.631248,0.858674,0.896453,1,1,1,1,0.0295552,0.734795,0.869858,0.0534187,0.532687,0.420733,0.854621,0.210847,0.648021,0.599054,0.101148,0.0393528,0.935166,0.15382,0.886308,0.0955144,0.498147,0.059119,0.432843,0.567333,0.536283,0.671256,0.460211,0.173291
70015,0,0,0,0,0.0123945,0.100099,0.249547,0.301713,0.420173,0.648114,0.807577,0.926014,1,1,1,1,0.601433,0.163935,0.914891,0.456054,0.374782,0.562913,0.0551077,0.47593,0.602266,0.990273,0.629749,0.488574,0.0857879,0.127896,0.547693,0.518631,0.695229,0.083976,0.189886,0.15544,0.257267,0.753213,0.58164,0.115941
70016,0,0,0,0,0.281464,0.457307,0.526226,0.551605,0.596458,0.64973,0.846004,0.946399,1,1,1,1,0.335064,0.705601,0.182359,0.897977,0.760708,0.658289,0.500243,0.750982,0.288038,0.988816,0.83677,0.415935,0.536509,0.3554,0.111164,0.620485,0.545286,0.266604,0.877752,0.298499,0.848244,0.993693,0.600212,0.948344
70017,0,0,0,0,0.172089,0.352758,0.453552,0.482665,0.618746,0.632993,0.772742,0.810065,1,1,1,1,0.639667,0.179441,0.312313,0.297955,0.679684,0.0632951,0.585994,0.6685,0.900065,0.00192829,0.205009,0.255465,0.113092,0.825494,0.800752,0.379696,0.703246,0.0992508,0.227941,0.69694,0.699463,0.176284,0.703028,0.22569
70018,0,0,0,0,0.0979562,0.152286,0.277717,0.475136,0.62411,0.727449,0.785279,0.794462,1,1,1,1,0.747687,0.312677,0.54596,0.333681,0.981177,0.446025,0.335609,0.186186,0.70149,0.448701,0.0116804,0.502241,0.828397,0.714927,0.601492,0.0563376,0.411866,0.300955,0.232622,0.114894,0.526645,0.00536396,0.467652,0.698733
70019,0,0,0,0,0.134419,0.23463,0.411545,0.46664,0.538231,0.636187,0.752952,0.991504,1,1,1,1,0.823086,0.808816,0.0791332,0.26911,0.144425,0.265319,0.9706,0.593126,0.277,0.472841,0.421523,0.991926,0.0743328,0.477861,0.403793,0.375288,0.710483,0.518687,0.901933,0.715847,0.986339,0.600666,0.339957,0.264056
70020,0,0,0,0,0.156041,0.190584,0.224642,0.413945,0.459272,0.813097,0.826771,0.880585,1,1,1,1,0.275456,0.715321,0.503741,0.419882,0.98064,0.474341,0.013008,0.25764,0.947182,0.434531,0.249566,0.0215144,0.912392,0.653359,0.396802,0.622875,0.172046,0.298735,0.338722,0.158385,0.899401,0.678679,0.42244,0.652353
70021,0,0,0,0,0.0361538,0.0731408,0.212788,0.613869,0.670695,0.730698,0.850113,0.886739,1,1,1,1,0.542092,0.963013,0.575923,0.522732,0.437353,0.588931,0.780372,0.384535,0.0234623,0.0299381,0.406049,0.935854,0.683297,0.802852,0.558729,0.855343,0.101586,0.897451,0.0137277,0.000987148,0.57613,0.436168,0.65334,0.389227
70022,0,0,0,0,0.0463155,0.119456,0.15561,0.285783,0.337476,0.464578,0.550264,0.629117,1,1,1,1,0.462662,0.73552,0.473507,0.0515935,0.515892,0.858042,0.0750559,0.54583,0.264092,0.0109103,0.229127,0.0669433,0.56964,0.0844698,0.16853,0.467091,0.0981975,0.169517,0.0432201,0.534366,0.822857,0.432447,0.384478,0.666781
70023,0,0,0,0,0.0650338,0.259812,0.280306,0.435916,0.533618,0.775984,0.795234,0.819401,1,1,1,1,0.516171,0.801675,0.48716,0.591227,0.347505,0.751251,0.602138,0.576631,0.818194,0.171777,0.661101,0.986724,0.638868,0.759299,0.156241,0.682088,0.293664,0.979098,0.114535,0.678143,0.645878,0.16085,0.793319,0.983354
70024,0,0,0,0,0.0709162,0.225952,0.406551,0.453689,0.525972,0.561768,0.785784,0.847028,1,1,1,1,0.621076,0.552193,0.367211,0.968581,0.303444,0.969349,0.545212,0.121639,0.141126,0.206313,0.108363,0.779993,0.965612,0.264604,0.462081,0.259276,0.243701,0.576616,0.937419,0.88958,0.737466,0.730738,0.872934,0.0177726
70025,0,0,0,0,0.0670718,0.262682,0.333703,0.354713,0.507685,0.585795,0.656711,0.771935,1,1,1,1,0.928979,0.815609,0.374361,0.898327,0.360821,0.496,0.0394532,0.567134,0.604363,0.819447,0.532746,0.868966,0.281528,0.792022,0.112668,0.858144,0.729441,0.00224749,0.59561,0.460179,0.875181,0.613383,0.986151,0.281733
70026,0,0,0,0,0.0214407,0.134627,0.304949,0.37075,0.678152,0.704453,0.779914,0.967136,1,1,1,1,0.170322,0.0310716,0.16101,0.531142,0.527071,0.200463,0.0982762,0.131434,0.0199096,0.631022,0.000400207,0.301438,0.423044,0.113068,0.159581,0.152485,0.115316,0.755192,0.612664,0.990497,0.368574,0.598815,0.272229,0.435646
70027,0,0,0,0,0.0685409,0.0787288,0.394736,0.427601,0.522881,0.639152,0.777764,0.91482,1,1,1,1,0.709223,0.128145,0.836091,0.236294,0.328608,0.934367,0.367728,0.348518,0.56539,0.368128,0.649955,0.988434,0.481196,0.809537,0.140919,0.596512,0.564728,0.753583,0.587009,0.933302,0.352397,0.859238,0.368949,0.723147
70028,0,0,0,0,0.195393,0.529539,0.569764,0.686803,0.718275,0.765532,0.777231,0.985409,1,1,1,1,0.0140585,0.85149,0.849188,0.381787,0.200007,0.414577,0.749915,0.849963,0.403011,0.231111,0.659499,0.543929,0.827623,0.224227,0.297512,0.414632,0.15753,0.649909,0.27387,0.526478,0.373057,0.913023,0.916868,0.800657
70029,0,0,0,0,0.0215275,0.231418,0.495624,0.630149,0.701879,0.789167,0.852918,0.92586,1,1,1,1,0.159018,0.769771,0.944116,0.908933,0.619734,0.347127,0.140044,0.279233,0.891056,0.967667,0.503461,0.188568,0.3823,0.660991,0.838478,0.65617,0.187469,0.211534,0.569193,0.104337,0.0121917,0.255996,0.0897453,0.207585
70030,0,0,0,0,0.193432,0.29356,0.392877,0.563283,0.624295,0.680698,0.79983,0.982599,1,1,1,1,0.265395,0.175535,0.6981,0.885129,0.522662,0.838144,0.164363,0.413718,0.805811,0.667823,0.602287,0.188111,0.328814,0.440765,0.844281,0.516283,0.652299,0.413474,0.62062,0.664491,0.66947,0.710365,0.872076,0.690997
70031,0,0,0,0,0.062662,0.148157,0.191665,0.209067,0.270479,0.618577,0.872364,0.947987,1,1,1,1,0.444085,0.322492,0.518842,0.608447,0.73621,0.324653,0.27627,0.338497,0.512764,0.605084,0.779262,0.357044,0.121367,0.431561,0.770518,0.741987,0.0960514,0.439988,0.452352,0.968127,0.130986,0.0156345,0.766063,0.523862
70032,0,0,0,0,0.0644494,0.127111,0.156899,0.284535,0.548105,0.599179,0.79822,0.817645,1,1,1,1,0.391206,0.671109,0.00668892,0.715859,0.947379,0.345186,0.228623,0.552464,0.124447,0.585667,0.673831,0.556008,0.356185,0.415817,0.65206,0.796174,0.868169,0.620187,0.927159,0.883803,0.38625,0.451022,0.0928699,0.445872
70033,0,0,0,0,0.0187923,0.145904,0.222094,0.397117,0.572783,0.673989,0.755139,0.944124,1,1,1,1,0.824334,0.263964,0.7456,0.169519,0.492587,0.298064,0.293967,0.0782539,0.971894,0.849975,0.434439,0.387712,0.502035,0.230613,0.255881,0.122221,0.157772,0.139684,0.508471,0.608794,0.232554,0.954343,0.207973,0.517089
70034,0,0,0,0,0.0244125,0.16659,0.388684,0.421529,0.451629,0.874742,0.906468,0.962344,1,1,1,1,0.486058,0.689724,0.566636,0.978645,0.987787,0.860603,0.0568991,0.959682,0.710578,0.491338,0.347393,0.212613,0.721952,0.603274,0.334834,0.879724,0.742958,0.843305,0.488518,0.975512,0.797648,0.696491,0.492601,0.81644
70035,0,0,0,0,0.0291915,0.0858796,0.135415,0.260673,0.433,0.526532,0.66435,0.871989,1,1,1,1,0.596192,0.988166,0.853387,0.583979,0.848769,0.910286,0.543661,0.559347,0.401625,0.891055,0.77196,0.123576,0.494329,0.106794,0.00329999,0.237287,0.950099,0.491818,0.212798,0.747747,0.188309,0.705399,0.564188,0.639938
70036,0,0,0,0,0.149482,0.412003,0.497882,0.571928,0.582482,0.611673,0.830361,0.965776,1,1,1,1,0.0740452,0.988802,0.613171,0.922814,0.899088,0.156832,0.482161,0.300712,0.0478866,0.254122,0.424288,0.542215,0.360916,0.427588,0.779502,0.311015,0.919406,0.9923,0.0587629,0.107715,0.697699,0.622951,0.747653,0.569689
70037,0,0,0,0,0.193032,0.262842,0.316634,0.690914,0.761683,0.807105,0.841329,0.928307,1,1,1,1,0.954578,0.224844,0.494742,0.853666,0.381676,0.976903,0.154378,0.429563,0.231025,0.578667,0.971778,0.591941,0.00625516,0.75128,0.902956,0.925661,0.74358,0.961719,0.0333763,0.441279,0.584669,0.781029,0.0109678,0.734152
70038,0,0,0,0,0.057581,0.139039,0.241503,0.293393,0.531709,0.724604,0.908742,0.985888,1,1,1,1,0.153151,0.757583,0.615349,0.534827,0.734486,0.769728,0.96439,0.965511,0.348394,0.936168,0.557452,0.354649,0.687448,0.460408,0.280311,0.431028,0.422126,0.313687,0.872307,0.00679575,0.0947161,0.883275,0.740947,0.287748
70039,0,0,0,0,0.0693204,0.3108,0.381443,0.585398,0.704794,0.743187,0.906929,0.930282,1,1,1,1,0.673866,0.733573,0.678469,0.638256,0.699084,0.0268637,0.574425,0.256536,0.381513,0.261872,0.716943,0.661824,0.6929,0.13907,0.975511,0.565207,0.145865,0.0702274,0.448481,0.886813,0.357975,0.173085,0.944394,0.336637
70040,0,0,0,0,0.0991059,0.223736,0.292722,0.551317,0.707323,0.842293,0.862117,0.872001,1,1,1,1,0.0098838,0.612262,0.955868,0.266419,0.993775,0.21774,0.983363,0.655599,0.91064,0.122432,0.631111,0.475847,0.268297,0.701338,0.924329,0.15511,0.0593131,0.0974137,0.0995039,0.39595,0.802208,0.0297854,0.97409,0.800395
70041,0,0,0,0,0.115499,0.313205,0.408221,0.601594,0.729594,0.73831,0.867477,0.962046,1,1,1,1,0.904984,0.179603,0.13842,0.898759,0.397344,0.121783,0.554358,0.307984,0.244215,0.185468,0.783831,0.512512,0.886806,0.70816,0.667623,0.946119,0.805573,0.767127,0.342069,0.607781,0.796912,0.31616,0.408176,0.896018
70042,0,0,0,0,0.040015,0.275997,0.381624,0.44656,0.484514,0.58821,0.641609,0.684218,1,1,1,1,0.141649,0.740015,0.211963,0.538993,0.861797,0.766321,0.846977,0.106012,0.951789,0.630808,0.618525,0.838596,0.338967,0.286147,0.784715,0.144541,0.053274,0.126785,0.752322,0.850186,0.442944,0.160498,0.746204,0.310421
70043,0,0,0,0,0.112581,0.16834,0.423053,0.470972,0.494205,0.550256,0.834844,0.961531,1,1,1,1,0.209386,0.127203,0.243421,0.975707,0.974179,0.349433,0.927496,0.604987,0.967958,0.766092,0.943955,0.254106,0.550807,0.0884955,0.30738,0.677592,0.840817,0.157566,0.120536,0.00131522,0.903769,0.430957,0.277312,0.388284
70044,0,0,0,0,0.201802,0.32402,0.370142,0.432913,0.514189,0.695286,0.874276,0.900966,1,1,1,1,0.737627,0.144047,0.524435,0.08706,0.0715434,0.129422,0.0550182,0.837636,0.0733772,0.309124,0.388443,0.161873,0.616504,0.0660343,0.00269003,0.774069,0.18657,0.00400525,0.677839,0.617527,0.281318,0.0661224,0.0884995,0.242848
70045,0,0,0,0,0.0997218,0.117911,0.243635,0.380377,0.496047,0.516621,0.666809,0.866189,1,1,1,1,0.398711,0.519973,0.585732,0.528133,0.574991,0.423368,0.601511,0.884115,0.81181,0.763383,0.500618,0.877845,0.766073,0.274688,0.0644149,0.770078,0.952527,0.681942,0.0513962,0.0186489,0.770442,0.294245,0.919615,0.971523
70046,0,0,0,0,0.0340538,0.106443,0.234264,0.333985,0.623064,0.653676,0.95368,0.988532,1,1,1,1,0.619695,0.96611,0.0447547,0.194686,0.389478,0.646265,0.0788004,0.201288,0.409648,0.579419,0.0791327,0.175722,0.854107,0.143548,0.9458,0.806633,0.82549,0.997196,0.825282,0.595932,0.291441,0.744897,0.567455,0.787488
70047,0,0,0,0,0.0367493,0.132479,0.324414,0.370735,0.423362,0.575055,0.609273,0.755543,1,1,1,1,0.000163542,0.667819,0.148365,0.389641,0.314084,0.227166,0.590929,0.723732,0.806585,0.670062,0.899454,0.660691,0.81361,0.845254,0.467324,0.6391,0.84245,0.292606,0.235031,0.133891,0.0375037,0.802486,0.921379,0.0260359
70048,0,0,0,0,0.123171,0.157615,0.287771,0.302075,0.482029,0.878713,0.897044,0.954809,1,1,1,1,0.47278,0.998914,0.737446,0.699946,0.589843,0.461178,0.50653,0.259905,0.360632,0.167222,0.0735142,0.205886,0.634546,0.712614,0.0483368,0.927152,0.947645,0.182228,0.964656,0.750131,0.103607,0.990692,0.78688,0.678662
70049,0,0,0,0,0.149512,0.160824,0.174103,0.264866,0.367823,0.610941,0.656132,0.847437,1,1,1,1,0.895958,0.0395205,0.654755,0.4858,0.500698,0.161285,0.745705,0.861331,0.328506,0.819219,0.0672169,0.963052,0.531833,0.115554,0.890205,0.479478,0.297782,0.854861,0.229609,0.401389,0.845553,0.0164886,0.0800512,0.968724
70050,0,0,0,0,0.125318,0.145743,0.175829,0.27483,0.306567,0.463862,0.880876,0.910134,1,1,1,1,0.189032,0.265696,0.646624,0.689731,0.426981,0.39233,0.551061,0.755487,0.211549,0.618278,0.718539,0.743382,0.733832,0.608744,0.22286,0.0316138,0.463604,0.452468,0.433003,0.309157,0.468957,0.513054,0.277881,0.64306
70051,0,0,0,0,0.0610541,0.136369,0.297122,0.320813,0.367621,0.386988,0.472951,0.600231,1,1,1,1,0.953192,0.153593,0.60281,0.345521,0.704654,0.358297,0.55707,0.322932,0.0768357,0.300451,0.0567643,0.685579,0.523311,0.0883781,0.149184,0.975779,0.521381,0.458341,0.444736,0.0344347,0.736222,0.0877958,0.915311,0.86154
70052,0,0,0,0,0.13836,0.147167,0.239587,0.458733,0.538129,0.712538,0.826354,0.892184,1,1,1,1,0.753824,0.075761,0.666334,0.458478,0.434058,0.223404,0.78141,0.510893,0.523855,0.838174,0.196473,0.047166,0.926552,0.345657,0.022945,0.447933,0.803998,0.467681,0.482368,0.54022,0.555477,0.397679,0.40176,0.942465
70053,0,0,0,0,0.336916,0.509864,0.548617,0.559485,0.590029,0.657031,0.697846,0.836079,1,1,1,1,0.788299,0.8135,0.350661,0.222356,0.0369039,0.132071,0.73325,0.560759,0.970245,0.929722,0.607925,0.896798,0.275379,0.63087,0.34473,0.079377,0.0985507,0.827098,0.619597,0.654027,0.224777,0.0213565,0.596492,0.68351
70054,0,0,0,0,0.0407546,0.065314,0.186815,0.37767,0.475285,0.492138,0.529784,0.657346,1,1,1,1,0.470531,0.940691,0.559272,0.507435,0.072762,0.292522,0.0681937,0.0430073,0.222244,0.676119,0.939805,0.497623,0.306988,0.284535,0.577,0.405539,0.111633,0.196597,0.0595664,0.33641,0.217954,0.656059,0.0199204,0.777439
70055,0,0,0,0,0.184751,0.193607,0.247808,0.264926,0.343863,0.352805,0.530678,0.870138,1,1,1,1,0.00600476,0.936942,0.164781,0.0787667,0.229464,0.232975,0.121774,0.451708,0.909093,0.0615788,0.949332,0.216081,0.346114,0.526332,0.621621,0.457748,0.722929,0.681187,0.794158,0.940883,0.337246,0.814078,0.718322,0.829383
70056,0,0,0,0,0.17625,0.298337,0.354512,0.441176,0.483088,0.784868,0.813684,0.897302,1,1,1,1,0.343692,0.414215,0.585779,0.465466,0.865923,0.494872,0.527045,0.815255,0.710954,0.873159,0.341587,0.332574,0.330907,0.0645166,0.0137613,0.125065,0.00539966,0.351007,0.939143,0.723722,0.18039,0.283006,0.917329,0.0505285
70057,0,0,0,0,0.0333284,0.14405,0.24846,0.372716,0.438853,0.498562,0.753105,0.855803,1,1,1,1,0.940291,0.250335,0.763226,0.435163,0.77738,0.578481,0.146117,0.650539,0.920068,0.478692,0.981446,0.984584,0.492453,0.106511,0.989984,0.84346,0.0456538,0.713706,0.0238503,0.32866,0.631035,0.0743788,0.142343,0.807285
70058,0,0,0,0,0.161486,0.271678,0.397661,0.430923,0.460246,0.706925,0.914592,0.958808,1,1,1,1,0.283663,0.516331,0.874017,0.0610428,0.0948117,0.0201342,0.711582,0.0148795,0.498826,0.693028,0.999464,0.991279,0.799539,0.989448,0.834739,0.845192,0.703154,0.858589,0.173852,0.334189,0.932968,0.316195,0.141473,0.305683
70059,0,0,0,0,0.124071,0.228463,0.395749,0.521538,0.687561,0.726409,0.746632,0.789974,1,1,1,1,0.767968,0.525735,0.291813,0.47955,0.540614,0.790638,0.172577,0.540078,0.781917,0.972116,0.529526,0.616656,0.817308,0.23268,0.475245,0.99116,0.566869,0.408213,0.307356,0.708342,0.713896,0.767601,0.0982758,0.875383
70060,0,0,0,0,0.107013,0.18543,0.360381,0.39426,0.437889,0.713018,0.750328,0.916089,1,1,1,1,0.47598,0.287247,0.4782,0.648558,0.827325,0.260117,0.620674,0.356851,0.876773,0.437982,0.589531,0.352018,0.429143,0.1564,0.76023,0.736498,0.864742,0.474126,0.5041,0.963018,0.349509,0.230509,0.484556,0.139483
70061,0,0,0,0,0.0591482,0.0785651,0.211585,0.251779,0.33569,0.59574,0.897801,0.99,1,1,1,1,0.833987,0.221584,0.176206,0.454661,0.578435,0.0529789,0.892644,0.167966,0.404997,0.321786,0.324366,0.165227,0.0582846,0.189107,0.639354,0.562384,0.152125,0.988863,0.792893,0.636681,0.128346,0.147472,0.349699,0.488727
70062,0,0,0,0,0.093802,0.221945,0.525481,0.542181,0.79396,0.882217,0.892217,0.91369,1,1,1,1,0.427985,0.533226,0.79002,0.480964,0.42587,0.957986,0.885961,0.747656,0.282352,0.0511878,0.805941,0.471459,0.690541,0.368325,0.623584,0.679404,0.161218,0.260265,0.80775,0.308691,0.609964,0.296477,0.206491,0.669112
70063,0,0,0,0,0.10776,0.141322,0.18997,0.672234,0.810669,0.866288,0.888665,0.982467,1,1,1,1,0.883822,0.702909,0.951351,0.841808,0.58887,0.699008,0.12416,0.640058,0.504949,0.595619,0.330599,0.873274,0.219203,0.010003,0.0344919,0.479468,0.817753,0.343183,0.0894318,0.11423,0.549674,0.758544,0.00644719,0.0918546
70064,0,0,0,0,0.0419978,0.0560481,0.18976,0.231329,0.311244,0.501214,0.642536,0.764144,1,1,1,1,0.708096,0.399539,0.840329,0.832256,0.0395966,0.345278,0.427875,0.370196,0.218551,0.647078,0.380199,0.253043,0.126546,0.197952,0.596226,0.215978,0.312181,0.145899,0.974522,0.318629,0.237754,0.646755,0.207293,0.123569
70065,0,0,0,0,0.0901473,0.118049,0.277535,0.447612,0.457342,0.51339,0.634514,0.676512,1,1,1,1,0.441537,0.482865,0.5964,0.481133,0.828143,0.024275,0.851329,0.046694,0.671353,0.231528,0.299737,0.797899,0.429479,0.895963,0.0138763,0.741661,0.0418624,0.988398,0.0602893,0.279616,0.635153,0.267582,0.403185,0.946397
70066,0,0,0,0,0.0620571,0.151783,0.303252,0.398898,0.429317,0.489045,0.679239,0.797288,1,1,1,1,0.573012,0.873935,0.599182,0.401155,0.89821,0.450511,0.447849,0.569563,0.682039,0.747586,0.367461,0.111518,0.643549,0.381338,0.853179,0.685411,0.369736,0.913468,0.965028,0.00488874,0.18105,0.368213,0.951286,0.638392
70067,0,0,0,0,0.0435517,0.110978,0.196571,0.258945,0.31244,0.378409,0.733676,0.807726,1,1,1,1,0.396469,0.463212,0.201462,0.846981,0.911061,0.771024,0.529019,0.658647,0.138486,0.640537,0.302196,0.519823,0.493716,0.987607,0.889559,0.407184,0.952635,0.894448,0.588234,0.320848,0.845734,0.226626,0.323575,0.244631
70068,0,0,0,0,0.145553,0.22598,0.404498,0.518428,0.538419,0.574503,0.715,0.758551,1,1,1,1,0.170005,0.0834639,0.572571,0.828652,0.22195,0.213108,0.130847,0.741773,0.706824,0.118454,0.631332,0.114007,0.0710893,0.525779,0.702241,0.391937,0.371513,0.928867,0.715513,0.616144,0.307276,0.718327,0.34982,0.115002
70069,0,0,0,0,0.182847,0.204746,0.225745,0.541303,0.630243,0.644428,0.782751,0.80473,1,1,1,1,0.621883,0.331122,0.403155,0.843833,0.54423,0.534003,0.585605,0.251054,0.652457,0.216937,0.365062,0.723546,0.742716,0.067303,0.115484,0.114229,0.99617,0.830996,0.730373,0.303446,0.549323,0.0801923,0.418448,0.0677516
70070,0,0,0,0,0.17935,0.277942,0.405517,0.450144,0.462567,0.645414,0.864214,0.974603,1,1,1,1,0.872425,0.607902,0.648563,0.416655,0.141904,0.234168,0.66771,0.794361,0.451105,0.0327716,0.517908,0.193822,0.100075,0.633392,0.30805,0.0962448,0.464388,0.0384228,0.399691,0.0137112,0.118615,0.818139,0.0814628,0.34436
70071,0,0,0,0,0.298593,0.367353,0.704109,0.728456,0.761855,0.917209,0.941204,0.982051,1,1,1,1,0.787251,0.0987071,0.694597,0.929156,0.332875,0.362307,0.723517,0.783981,0.395078,0.241425,0.977802,0.495153,0.874816,0.285853,0.591398,0.339204,0.324276,0.991089,0.352916,0.442891,0.809228,0.434379,0.787251,0.271795
70072,0,0,0,0,0.104048,0.162844,0.343316,0.509903,0.608621,0.62657,0.832504,0.877256,1,1,1,1,0.46606,0.676648,0.657611,0.798935,0.0389547,0.381129,0.582916,0.434033,0.622553,0.560719,0.929186,0.49737,0.846572,0.520584,0.836574,0.170847,0.511672,0.18949,0.613738,0.3209,0.623869,0.400989,0.592695,0.922461
70073,0,0,0,0,0.0204528,0.084022,0.143197,0.190131,0.363769,0.417428,0.584924,0.798753,1,1,1,1,0.285269,0.490115,0.142251,0.324224,0.871244,0.725168,0.758257,0.493797,0.285886,0.687443,0.991167,0.132458,0.208027,0.827741,0.303305,0.719699,0.0172313,0.917043,0.0405987,0.6411,0.318032,0.633293,0.563561,0.480876
70074,0,0,0,0,0.253713,0.302268,0.38629,0.503516,0.578683,0.619213,0.67114,0.982981,1,1,1,1,0.907543,0.50602,0.408246,0.778787,0.231188,0.166503,0.272584,0.517074,0.853946,0.263751,0.649532,0.0619724,0.0914922,0.952837,0.781671,0.108723,0.869881,0.82227,0.749823,0.187913,0.455563,0.313384,0.668789,0.59876
